cluster	chr	start	end	strand	nr_ctss	dominant_ctss	tpm	tpm.dominant_ctss	q_0.1	q_0.9	interquantile_width
8577	chr2R	18399491	18399512	+	5	18399492	1041	892	18399492	18399493	2
8578	chr2R	18400713	18400757	+	12	18400717	15331	12375	18400717	18400721	5
8579	chr2R	18400996	18400999	+	3	18400998	65	51	18400997	18400998	2
8580	chr2R	18401091	18401093	+	2	18401092	24	14	18401092	18401093	2
8581	chr2R	18404600	18404703	+	13	18404605	575	504	18404605	18404605	1
8582	chr2R	18406008	18406018	+	7	18406013	2306	2074	18406013	18406013	1
8583	chr2R	18406251	18406266	+	3	18406255	4	2	18406252	18406266	15
8584	chr2R	18406919	18406961	+	8	18406924	856	761	18406924	18406924	1
8585	chr2R	18407174	18407204	+	2	18407175	2	1	18407175	18407204	30
8586	chr2R	18407833	18407835	+	2	18407834	197	194	18407834	18407834	1
8587	chr2R	18409025	18409086	+	9	18409050	888	743	18409039	18409050	12
8588	chr2R	18411927	18412051	+	21	18412035	2130	919	18412029	18412039	11
8589	chr2R	18413000	18413005	+	3	18413005	58	28	18413002	18413005	4
8590	chr2R	18421390	18421521	+	44	18421415	2963	827	18421415	18421486	72
8591	chr2R	18422935	18422941	+	3	18422937	162	156	18422937	18422937	1
8592	chr2R	18424556	18424605	+	4	18424605	7	3	18424557	18424605	49
8593	chr2R	18424884	18424909	+	2	18424909	14	12	18424885	18424909	25
8594	chr2R	18426421	18426510	+	8	18426510	257	95	18426452	18426510	59
8595	chr2R	18440917	18441115	+	38	18440996	7661	3711	18440957	18441002	46
8596	chr2R	18441187	18441480	+	68	18441220	5345	610	18441217	18441324	108
8597	chr2R	18446198	18446229	+	4	18446229	71	30	18446199	18446229	31
8598	chr2R	18446546	18446580	+	11	18446570	660	244	18446550	18446577	28
8599	chr2R	18451276	18451413	+	12	18451321	1061	298	18451308	18451339	32
8600	chr2R	18451513	18451561	+	3	18451561	9	6	18451514	18451561	48
8601	chr2R	18478682	18478746	+	8	18478730	78	38	18478686	18478730	45
8602	chr2R	18503608	18503633	+	4	18503610	287	262	18503610	18503610	1
8603	chr2R	18514623	18514624	+	1	18514624	110	110	18514624	18514624	1
8604	chr2R	18536768	18536772	+	2	18536769	529	503	18536769	18536769	1
8605	chr2R	18541119	18541197	+	19	18541123	1387	427	18541123	18541172	50
8606	chr2R	18543889	18543912	+	3	18543912	14	8	18543909	18543912	4
8607	chr2R	18584748	18584835	+	18	18584778	691	187	18584764	18584818	55
8608	chr2R	18613094	18613126	+	2	18613095	27	16	18613095	18613126	32
8609	chr2R	18613374	18613445	+	8	18613375	107	46	18613375	18613416	42
8610	chr2R	18614667	18614720	+	8	18614710	56	16	18614672	18614710	39
8611	chr2R	18614869	18614880	+	4	18614876	7	4	18614870	18614880	11
8612	chr2R	18615003	18615128	+	32	18615081	1802	524	18615045	18615108	64
8613	chr2R	18615917	18616056	+	44	18615983	13786	5264	18615976	18616018	43
8614	chr2R	18621529	18621540	+	3	18621530	60	24	18621530	18621540	11
8615	chr2R	18625183	18625345	+	24	18625312	240	40	18625201	18625313	113
8616	chr2R	18625846	18625856	+	2	18625847	4	2	18625847	18625856	10
8617	chr2R	18627884	18627965	+	15	18627958	1420	742	18627928	18627961	34
8618	chr2R	18638382	18638447	+	3	18638420	10	5	18638420	18638447	28
8619	chr2R	18638656	18638803	+	10	18638691	45	14	18638657	18638752	96
8620	chr2R	18662657	18662690	+	3	18662658	7	4	18662658	18662690	33
8621	chr2R	18662756	18662763	+	2	18662763	26	16	18662757	18662763	7
8622	chr2R	18687285	18687403	+	48	18687358	15580	7058	18687344	18687363	20
8623	chr2R	18687463	18687534	+	5	18687512	243	169	18687512	18687534	23
8624	chr2R	18687579	18687631	+	7	18687605	167	82	18687580	18687629	50
8625	chr2R	18687693	18687696	+	3	18687695	79	39	18687694	18687696	3
8626	chr2R	18688106	18688238	+	11	18688132	229	89	18688132	18688236	105
8627	chr2R	18688315	18688477	+	13	18688337	310	71	18688322	18688449	128
8628	chr2R	18696269	18696476	+	33	18696346	422	96	18696300	18696359	60
8629	chr2R	18700973	18701004	+	4	18700974	5	2	18700974	18701004	31
8630	chr2R	18705955	18706080	+	16	18706018	1483	723	18705982	18706022	41
8631	chr2R	18712580	18712661	+	7	18712623	412	193	18712581	18712635	55
8632	chr2R	18738281	18738326	+	4	18738318	82	32	18738282	18738326	45
8633	chr2R	18741611	18741620	+	2	18741612	2	1	18741612	18741620	9
8634	chr2R	18744093	18744112	+	2	18744112	3	2	18744094	18744112	19
8635	chr2R	18744460	18744567	+	37	18744488	2598	323	18744481	18744554	74
8636	chr2R	18744613	18744620	+	3	18744620	15	7	18744614	18744620	7
8637	chr2R	18754989	18754996	+	2	18754990	158	83	18754990	18754996	7
8638	chr2R	18767072	18767076	+	2	18767076	38	24	18767073	18767076	4
8639	chr2R	18771484	18771485	+	1	18771485	71	71	18771485	18771485	1
8640	chr2R	18783300	18783301	+	1	18783301	53	53	18783301	18783301	1
8641	chr2R	18815119	18815151	+	3	18815140	11	5	18815140	18815151	12
8642	chr2R	18819444	18819675	+	83	18819540	8337	1032	18819488	18819638	151
8643	chr2R	18820438	18820453	+	2	18820453	39	34	18820439	18820453	15
8644	chr2R	18820744	18820758	+	2	18820758	30	16	18820745	18820758	14
8645	chr2R	18821378	18821417	+	7	18821417	55	25	18821394	18821417	24
8646	chr2R	18832765	18832801	+	2	18832801	3	2	18832766	18832801	36
8647	chr2R	18834210	18834285	+	11	18834211	140	24	18834211	18834265	55
8648	chr2R	18835264	18835389	+	16	18835266	1640	1467	18835266	18835266	1
8649	chr2R	18836305	18836372	+	17	18836366	159	93	18836308	18836366	59
8650	chr2R	18850810	18850900	+	14	18850900	391	195	18850845	18850900	56
8651	chr2R	18862797	18862951	+	67	18862845	14830	2460	18862824	18862876	53
8652	chr2R	18863884	18864051	+	17	18863885	432	106	18863885	18863997	113
8653	chr2R	18865766	18865767	+	1	18865767	251	251	18865767	18865767	1
8654	chr2R	18867391	18867396	+	2	18867392	101	81	18867392	18867396	5
8655	chr2R	18878393	18878398	+	3	18878394	26	15	18878394	18878398	5
8656	chr2R	18895172	18895178	+	2	18895178	15	11	18895173	18895178	6
8657	chr2R	18947318	18947319	+	1	18947319	51	51	18947319	18947319	1
8658	chr2R	18958183	18958227	+	8	18958207	56	13	18958184	18958213	30
8659	chr2R	18969589	18969619	+	3	18969590	122	51	18969590	18969619	30
8660	chr2R	18972788	18972853	+	15	18972833	1290	272	18972803	18972833	31
8661	chr2R	18975127	18975158	+	2	18975158	3	2	18975128	18975158	31
8662	chr2R	18977468	18977589	+	15	18977483	358	96	18977483	18977547	65
8663	chr2R	18977709	18977801	+	9	18977710	652	468	18977710	18977771	62
8664	chr2R	18991038	18991039	+	1	18991039	91	91	18991039	18991039	1
8665	chr2R	19058552	19058613	+	4	19058575	5	2	19058553	19058613	61
8666	chr2R	19059362	19059506	+	38	19059437	21770	12309	19059393	19059437	45
8667	chr2R	19059567	19059621	+	5	19059585	45	14	19059568	19059621	54
8668	chr2R	19059959	19059977	+	2	19059960	25	24	19059960	19059960	1
8669	chr2R	19060051	19060122	+	8	19060102	272	89	19060052	19060104	53
8670	chr2R	19060168	19060175	+	5	19060171	59	23	19060169	19060172	4
8671	chr2R	19060281	19060286	+	2	19060282	2	1	19060282	19060286	5
8672	chr2R	19060398	19060418	+	2	19060399	2	1	19060399	19060418	20
8673	chr2R	19060540	19060649	+	6	19060541	66	32	19060541	19060578	38
8674	chr2R	19060883	19060891	+	4	19060891	12	7	19060889	19060891	3
8675	chr2R	19077762	19077801	+	8	19077783	105	27	19077765	19077792	28
8676	chr2R	19081046	19081066	+	3	19081066	6	3	19081047	19081066	20
8677	chr2R	19097064	19097069	+	2	19097069	6	4	19097065	19097069	5
8678	chr2R	19114845	19114872	+	3	19114863	3	1	19114846	19114872	27
8679	chr2R	19117415	19117459	+	4	19117434	6	2	19117416	19117459	44
8680	chr2R	19127184	19127226	+	5	19127213	96	47	19127185	19127226	42
8681	chr2R	19129591	19129616	+	5	19129594	75	24	19129592	19129616	25
8682	chr2R	19137375	19137528	+	35	19137402	4658	1196	19137399	19137454	56
8683	chr2R	19141610	19141658	+	11	19141636	997	430	19141633	19141641	9
8684	chr2R	19144496	19144566	+	16	19144543	584	98	19144516	19144546	31
8685	chr2R	19155220	19155221	+	1	19155221	608	608	19155221	19155221	1
8686	chr2R	19164144	19164148	+	2	19164148	451	415	19164148	19164148	1
8687	chr2R	19165530	19165535	+	2	19165531	8	5	19165531	19165535	5
8688	chr2R	19178688	19178759	+	19	19178716	540	112	19178716	19178759	44
8689	chr2R	19220641	19220687	+	8	19220642	292	81	19220642	19220687	46
8690	chr2R	19225052	19225058	+	2	19225053	15	11	19225053	19225058	6
8691	chr2R	19226624	19226626	+	2	19226625	25	15	19226625	19226626	2
8692	chr2R	19227290	19227434	+	30	19227315	1656	366	19227308	19227381	74
8693	chr2R	19227755	19227777	+	2	19227777	7	6	19227756	19227777	22
8694	chr2R	19229064	19229072	+	5	19229066	1693	1614	19229066	19229066	1
8695	chr2R	19249616	19249696	+	11	19249618	220	163	19249618	19249645	28
8696	chr2R	19249760	19249799	+	4	19249761	107	72	19249761	19249799	39
8697	chr2R	19253622	19253633	+	2	19253623	4	3	19253623	19253633	11
8698	chr2R	19259780	19259902	+	22	19259892	1660	478	19259833	19259892	60
8699	chr2R	19260039	19260043	+	2	19260040	61	40	19260040	19260043	4
8700	chr2R	19277725	19277955	+	32	19277734	671	106	19277734	19277821	88
8701	chr2R	19290054	19290203	+	59	19290114	16845	8288	19290111	19290119	9
8702	chr2R	19290414	19290433	+	2	19290415	98	50	19290415	19290433	19
8703	chr2R	19290513	19290713	+	17	19290597	737	280	19290569	19290607	39
8704	chr2R	19290780	19290783	+	2	19290781	20	14	19290781	19290783	3
8705	chr2R	19292529	19292563	+	9	19292548	1294	797	19292548	19292561	14
8706	chr2R	19292771	19292843	+	17	19292803	714	123	19292792	19292823	32
8707	chr2R	19305113	19305224	+	18	19305200	1284	745	19305173	19305202	30
8708	chr2R	19323679	19323736	+	5	19323696	8	3	19323680	19323736	57
8709	chr2R	19330883	19330917	+	3	19330889	316	265	19330889	19330889	1
8710	chr2R	19341730	19342138	+	90	19341816	59676	50508	19341816	19341816	1
8711	chr2R	19342182	19342282	+	9	19342232	357	188	19342188	19342255	68
8712	chr2R	19342555	19342706	+	14	19342581	102	14	19342559	19342689	131
8713	chr2R	19342834	19342940	+	6	19342835	92	23	19342835	19342940	106
8714	chr2R	19343388	19343390	+	2	19343389	12	6	19343389	19343390	2
8715	chr2R	19343590	19343635	+	4	19343591	172	140	19343591	19343608	18
8716	chr2R	19343966	19344023	+	8	19344010	178	46	19343996	19344022	27
8717	chr2R	19344237	19344291	+	4	19344252	85	40	19344238	19344291	54
8718	chr2R	19344354	19344417	+	17	19344400	1204	344	19344362	19344401	40
8719	chr2R	19344543	19344561	+	3	19344544	53	31	19344544	19344560	17
8720	chr2R	19344714	19344733	+	3	19344715	55	26	19344715	19344733	19
8721	chr2R	19344825	19344938	+	18	19344827	566	87	19344827	19344927	101
8722	chr2R	19344997	19345098	+	6	19345061	176	124	19345014	19345061	48
8723	chr2R	19345145	19345156	+	4	19345146	119	58	19345146	19345150	5
8724	chr2R	19345279	19345355	+	9	19345329	451	267	19345299	19345330	32
8725	chr2R	19345486	19345535	+	3	19345487	64	28	19345487	19345535	49
8726	chr2R	19357489	19357550	+	7	19357520	182	56	19357520	19357550	31
8727	chr2R	19358318	19358319	+	1	19358319	161	161	19358319	19358319	1
8728	chr2R	19375312	19375321	+	3	19375313	244	190	19375313	19375317	5
8729	chr2R	19375680	19375741	+	10	19375740	717	332	19375705	19375740	36
8730	chr2R	19390108	19390114	+	3	19390109	16	8	19390109	19390114	6
8731	chr2R	19391070	19391110	+	7	19391084	19	5	19391071	19391110	40
8732	chr2R	19391225	19391315	+	9	19391315	271	106	19391266	19391315	50
8733	chr2R	19391494	19391510	+	2	19391510	62	44	19391495	19391510	16
8734	chr2R	19395553	19395620	+	4	19395554	18	9	19395554	19395620	67
8735	chr2R	19399749	19399826	+	14	19399795	801	214	19399767	19399823	57
8736	chr2R	19413521	19413547	+	2	19413522	35	24	19413522	19413547	26
8737	chr2R	19424141	19424195	+	5	19424162	39	23	19424156	19424195	40
8738	chr2R	19425074	19425126	+	9	19425119	585	336	19425079	19425119	41
8739	chr2R	19429907	19429960	+	5	19429932	150	95	19429908	19429945	38
8740	chr2R	19437448	19437570	+	17	19437494	560	107	19437480	19437532	53
8741	chr2R	19442238	19442444	+	47	19442359	12332	6390	19442348	19442360	13
8742	chr2R	19442705	19442717	+	3	19442708	23	12	19442706	19442717	12
8743	chr2R	19442904	19442927	+	4	19442924	53	14	19442905	19442927	23
8744	chr2R	19442974	19442976	+	2	19442975	54	49	19442975	19442975	1
8745	chr2R	19445825	19445838	+	3	19445826	32	13	19445826	19445838	13
8746	chr2R	19452509	19452522	+	4	19452510	44	18	19452510	19452522	13
8747	chr2R	19456090	19456285	+	22	19456179	1502	414	19456174	19456207	34
8748	chr2R	19457028	19457092	+	3	19457029	4	2	19457029	19457092	64
8749	chr2R	19462504	19462559	+	4	19462505	725	497	19462505	19462538	34
8750	chr2R	19467462	19467477	+	4	19467466	1423	1199	19467466	19467466	1
8751	chr2R	19486932	19486976	+	3	19486958	64	44	19486933	19486976	44
8752	chr2R	19492093	19492134	+	6	19492094	117	28	19492094	19492134	41
8753	chr2R	19502715	19502717	+	2	19502716	9	8	19502716	19502717	2
8754	chr2R	19503005	19503167	+	40	19503081	1746	386	19503023	19503097	75
8755	chr2R	19503351	19503407	+	4	19503352	9	6	19503352	19503407	56
8756	chr2R	19503502	19503531	+	4	19503530	9	5	19503503	19503531	29
8757	chr2R	19572172	19572181	+	3	19572176	37	14	19572173	19572181	9
8758	chr2R	19583778	19583783	+	2	19583783	5	3	19583779	19583783	5
8759	chr2R	19593719	19593857	+	44	19593769	7344	1969	19593745	19593787	43
8760	chr2R	19595078	19595143	+	3	19595143	66	26	19595079	19595143	65
8761	chr2R	19596093	19596095	+	2	19596095	54	30	19596094	19596095	2
8762	chr2R	19635234	19635411	+	72	19635273	30476	14727	19635273	19635316	44
8763	chr2R	19636643	19636651	+	3	19636647	80	55	19636644	19636651	8
8764	chr2R	19637473	19637654	+	76	19637516	19948	7667	19637515	19637559	45
8765	chr2R	19642878	19643025	+	40	19642945	10638	5709	19642942	19642974	33
8766	chr2R	19643130	19643188	+	4	19643173	7	3	19643131	19643188	58
8767	chr2R	19657648	19657809	+	34	19657756	7709	3708	19657726	19657775	50
8768	chr2R	19662392	19662593	+	51	19662436	19891	6619	19662415	19662484	70
8769	chr2R	19662644	19662724	+	6	19662645	38	16	19662645	19662724	80
8770	chr2R	19663024	19663074	+	4	19663042	142	49	19663025	19663074	50
8771	chr2R	19663141	19663182	+	5	19663142	27	23	19663142	19663150	9
8772	chr2R	19670676	19670707	+	4	19670703	57	19	19670677	19670707	31
8773	chr2R	19670751	19670883	+	11	19670860	57	36	19670821	19670860	40
8774	chr2R	19671126	19671242	+	46	19671214	14004	4462	19671169	19671214	46
8775	chr2R	19671446	19671447	+	1	19671447	99	99	19671447	19671447	1
8776	chr2R	19671513	19671524	+	2	19671524	26	15	19671514	19671524	11
8777	chr2R	19696521	19696539	+	2	19696539	3	2	19696522	19696539	18
8778	chr2R	19696644	19696759	+	12	19696703	129	60	19696692	19696715	24
8779	chr2R	19697035	19697071	+	3	19697039	15	8	19697039	19697071	33
8780	chr2R	19697176	19697207	+	2	19697177	14	11	19697177	19697207	31
8781	chr2R	19697724	19697725	+	1	19697725	77	77	19697725	19697725	1
8782	chr2R	19703151	19703158	+	2	19703152	20	10	19703152	19703158	7
8783	chr2R	19712346	19712351	+	3	19712348	473	443	19712348	19712348	1
8784	chr2R	19713306	19713333	+	2	19713333	3	2	19713307	19713333	27
8785	chr2R	19713392	19713395	+	2	19713395	210	200	19713395	19713395	1
8786	chr2R	19713980	19714141	+	41	19714064	156366	137233	19714064	19714064	1
8787	chr2R	19714199	19714366	+	21	19714328	487	73	19714201	19714328	128
8788	chr2R	19714409	19714535	+	12	19714488	318	69	19714426	19714510	85
8789	chr2R	19766598	19766669	+	8	19766618	214	52	19766599	19766645	47
8790	chr2R	19775426	19775440	+	3	19775427	34	29	19775427	19775440	14
8791	chr2R	19785315	19785382	+	6	19785329	206	85	19785316	19785357	42
8792	chr2R	19826508	19826600	+	11	19826578	940	669	19826572	19826579	8
8793	chr2R	19845224	19845247	+	3	19845241	7	3	19845225	19845247	23
8794	chr2R	19859870	19859948	+	8	19859891	134	70	19859886	19859909	24
8795	chr2R	19860098	19860161	+	11	19860160	355	130	19860099	19860160	62
8796	chr2R	19861376	19861432	+	3	19861377	16	10	19861377	19861432	56
8797	chr2R	19864666	19864766	+	21	19864694	1342	221	19864678	19864740	63
8798	chr2R	19868738	19868818	+	10	19868770	195	98	19868739	19868799	61
8799	chr2R	19868969	19868985	+	2	19868970	64	44	19868970	19868985	16
8800	chr2R	19946890	19946896	+	2	19946891	4	2	19946891	19946896	6
8801	chr2R	19947138	19947412	+	83	19947207	22509	6452	19947178	19947224	47
8802	chr2R	19947457	19947494	+	3	19947486	15	12	19947458	19947486	29
8803	chr2R	19951110	19951132	+	3	19951111	6	3	19951111	19951132	22
8804	chr2R	19951307	19951459	+	53	19951390	17197	6696	19951361	19951419	59
8805	chr2R	19953825	19953880	+	10	19953828	145	48	19953826	19953868	43
8806	chr2R	19954137	19954144	+	2	19954138	24	20	19954138	19954144	7
8807	chr2R	19956152	19956273	+	29	19956250	4013	1310	19956208	19956250	43
8808	chr2R	19979243	19979247	+	3	19979244	785	608	19979244	19979246	3
8809	chr2R	19980552	19980553	+	1	19980553	72	72	19980553	19980553	1
8810	chr2R	19981069	19981076	+	2	19981070	69	65	19981070	19981070	1
8811	chr2R	19982194	19982296	+	18	19982251	737	173	19982195	19982266	72
8812	chr2R	19985397	19985455	+	6	19985398	21	10	19985398	19985455	58
8813	chr2R	19991669	19991675	+	3	19991670	4	2	19991670	19991675	6
8814	chr2R	19998520	19998551	+	4	19998521	6	2	19998521	19998551	31
8815	chr2R	20014189	20014236	+	3	20014190	4	2	20014190	20014236	47
8816	chr2R	20017807	20017819	+	2	20017808	2	1	20017808	20017819	12
8817	chr2R	20073938	20074010	+	5	20073944	181	74	20073939	20074010	72
8818	chr2R	20090823	20090867	+	3	20090851	66	29	20090824	20090867	44
8819	chr2R	20111510	20111533	+	2	20111511	48	34	20111511	20111533	23
8820	chr2R	20184591	20184613	+	3	20184599	8	5	20184592	20184613	22
8821	chr2R	20203214	20203232	+	3	20203222	29	16	20203215	20203232	18
8822	chr2R	20239308	20239392	+	7	20239372	82	28	20239340	20239372	33
8823	chr2R	20239918	20240044	+	28	20239998	382	117	20239963	20240021	59
8824	chr2R	20240884	20240932	+	3	20240899	4	2	20240885	20240932	48
8825	chr2R	20246438	20246499	+	3	20246466	32	18	20246466	20246499	34
8826	chr2R	20257659	20257684	+	9	20257681	230	80	20257660	20257681	22
8827	chr2R	20257777	20257846	+	16	20257817	777	167	20257781	20257836	56
8828	chr2R	20258031	20258032	+	1	20258032	108	108	20258032	20258032	1
8829	chr2R	20263907	20264103	+	55	20263988	21575	10313	20263983	20263991	9
8830	chr2R	20264327	20264385	+	10	20264347	647	496	20264347	20264351	5
8831	chr2R	20264501	20264505	+	3	20264504	43	17	20264502	20264505	4
8832	chr2R	20264800	20264938	+	8	20264882	159	36	20264801	20264898	98
8833	chr2R	20274238	20274305	+	8	20274242	70	17	20274242	20274274	33
8834	chr2R	20274648	20274661	+	4	20274649	68	27	20274649	20274657	9
8835	chr2R	20288891	20288897	+	2	20288892	2	1	20288892	20288897	6
8836	chr2R	20289533	20289659	+	47	20289603	10903	4226	20289582	20289603	22
8837	chr2R	20293859	20293931	+	10	20293918	556	174	20293892	20293918	27
8838	chr2R	20315298	20315356	+	10	20315299	474	151	20315299	20315338	40
8839	chr2R	20315469	20315490	+	2	20315470	17	13	20315470	20315490	21
8840	chr2R	20317283	20317429	+	34	20317322	1534	224	20317308	20317387	80
8841	chr2R	20317475	20317498	+	3	20317498	8	4	20317476	20317498	23
8842	chr2R	20319133	20319238	+	23	20319208	2161	1092	20319164	20319208	45
8843	chr2R	20320496	20320515	+	6	20320498	1705	1557	20320498	20320498	1
8844	chr2R	20320639	20320641	+	2	20320641	29	17	20320640	20320641	2
8845	chr2R	20327212	20327333	+	12	20327275	385	132	20327272	20327320	49
8846	chr2R	20327600	20327603	+	2	20327601	49	30	20327601	20327603	3
8847	chr2R	20329101	20329188	+	6	20329154	13	4	20329126	20329188	63
8848	chr2R	20329718	20329736	+	2	20329719	2	1	20329719	20329736	18
8849	chr2R	20333117	20333186	+	9	20333138	32	14	20333125	20333174	50
8850	chr2R	20341700	20341714	+	2	20341714	7	6	20341701	20341714	14
8851	chr2R	20341758	20342143	+	71	20341988	9508	3242	20341957	20342036	80
8852	chr2R	20342197	20342362	+	13	20342225	505	246	20342225	20342257	33
8853	chr2R	20343560	20343580	+	2	20343580	73	61	20343561	20343580	20
8854	chr2R	20343757	20343898	+	37	20343847	6941	1335	20343810	20343849	40
8855	chr2R	20346914	20347084	+	57	20347014	8849	2650	20346998	20347038	41
8856	chr2R	20424337	20424338	+	1	20424338	68	68	20424338	20424338	1
8857	chr2R	20526303	20526314	+	4	20526311	603	427	20526311	20526314	4
8858	chr2R	20532398	20532481	+	8	20532399	29	12	20532399	20532461	63
8859	chr2R	20532539	20532623	+	9	20532623	30	10	20532540	20532623	84
8860	chr2R	20533358	20533362	+	2	20533359	58	36	20533359	20533362	4
8861	chr2R	20534496	20534571	+	11	20534512	8263	6601	20534509	20534512	4
8862	chr2R	20536500	20536630	+	13	20536511	336	76	20536511	20536578	68
8863	chr2R	20536844	20536855	+	2	20536845	2	1	20536845	20536855	11
8864	chr2R	20567583	20567694	+	8	20567621	15	3	20567584	20567679	96
8865	chr2R	20585380	20585442	+	8	20585407	99	22	20585381	20585419	39
8866	chr2R	20587501	20587642	+	34	20587571	1927	280	20587533	20587605	73
8867	chr2R	20595446	20595564	+	15	20595468	151	47	20595447	20595544	98
8868	chr2R	20604942	20604948	+	2	20604943	5	3	20604943	20604948	6
8869	chr2R	20605005	20605008	+	2	20605006	2	1	20605006	20605008	3
8870	chr2R	20605362	20605431	+	4	20605363	6	2	20605363	20605431	69
8871	chr2R	20606461	20606479	+	3	20606478	25	14	20606462	20606479	18
8872	chr2R	20618061	20618082	+	4	20618078	9	4	20618062	20618082	21
8873	chr2R	20618469	20618501	+	3	20618501	89	67	20618470	20618501	32
8874	chr2R	20618608	20618671	+	8	20618630	374	99	20618630	20618671	42
8875	chr2R	20619933	20619985	+	11	20619951	148	53	20619947	20619957	11
8876	chr2R	20623457	20623589	+	16	20623572	594	143	20623475	20623576	102
8877	chr2R	20626601	20626629	+	2	20626602	2	1	20626602	20626629	28
8878	chr2R	20636326	20636534	+	42	20636391	10299	3717	20636391	20636420	30
8879	chr2R	20640399	20640403	+	2	20640400	3	2	20640400	20640403	4
8880	chr2R	20640816	20640845	+	2	20640817	27	14	20640817	20640845	29
8881	chr2R	20640950	20641103	+	49	20640984	12134	6897	20640980	20641019	40
8882	chr2R	20641200	20641223	+	3	20641223	40	34	20641201	20641223	23
8883	chr2R	20641555	20641660	+	27	20641557	5864	3629	20641557	20641578	22
8884	chr2R	20641711	20641858	+	32	20641750	812	255	20641727	20641770	44
8885	chr2R	20641908	20641926	+	3	20641926	32	18	20641925	20641926	2
8886	chr2R	20643065	20643133	+	8	20643109	19	10	20643066	20643117	52
8887	chr2R	20644031	20644093	+	14	20644050	595	140	20644036	20644077	42
8888	chr2R	20644148	20644183	+	2	20644149	14	11	20644149	20644183	35
8889	chr2R	20645325	20645426	+	23	20645354	1619	407	20645349	20645362	14
8890	chr2R	20646361	20646363	+	2	20646363	103	101	20646363	20646363	1
8891	chr2R	20671122	20671267	+	30	20671182	1221	279	20671155	20671216	62
8892	chr2R	20671323	20671656	+	32	20671563	244	76	20671396	20671580	185
8893	chr2R	20677743	20677771	+	2	20677771	4	3	20677744	20677771	28
8894	chr2R	20722559	20722582	+	3	20722582	38	26	20722564	20722582	19
8895	chr2R	20722631	20722676	+	8	20722633	99	46	20722633	20722643	11
8896	chr2R	20727061	20727094	+	2	20727094	5	4	20727062	20727094	33
8897	chr2R	20748104	20748200	+	14	20748197	748	183	20748139	20748200	62
8898	chr2R	20766443	20766553	+	14	20766455	529	173	20766455	20766485	31
8899	chr2R	20791105	20791106	+	1	20791106	114	114	20791106	20791106	1
8900	chr2R	20837484	20837582	+	19	20837520	1422	506	20837485	20837523	39
8901	chr2R	20851642	20851694	+	8	20851662	45	25	20851652	20851694	43
8902	chr2R	20863699	20863927	+	37	20863805	650	80	20863771	20863859	89
8903	chr2R	20870346	20870396	+	7	20870396	3419	3061	20870393	20870396	4
8904	chr2R	20870811	20870815	+	2	20870815	40	30	20870812	20870815	4
8905	chr2R	20896949	20897063	+	31	20897014	2982	713	20896977	20897019	43
8906	chr2R	20909647	20909750	+	42	20909707	3426	857	20909677	20909732	56
8907	chr2R	20910034	20910081	+	3	20910035	4	2	20910035	20910081	47
8908	chr2R	20916716	20916758	+	3	20916721	20	10	20916717	20916721	5
8909	chr2R	20916812	20916861	+	9	20916854	28	12	20916813	20916858	46
8910	chr2R	20916901	20917043	+	20	20916903	261	64	20916903	20916975	73
8911	chr2R	20944022	20944054	+	9	20944028	12388	11972	20944028	20944028	1
8912	chr2R	20944729	20944752	+	2	20944730	16	14	20944730	20944752	23
8913	chr2R	20949810	20949914	+	19	20949877	163	55	20949856	20949914	59
8914	chr2R	20950050	20950254	+	84	20950111	48493	15367	20950108	20950158	51
8915	chr2R	20950551	20950672	+	12	20950552	206	30	20950552	20950670	119
8916	chr2R	20950713	20950769	+	5	20950761	271	88	20950730	20950769	40
8917	chr2R	20974471	20974562	+	8	20974550	90	32	20974494	20974557	64
8918	chr2R	20977014	20977308	+	69	20977081	4989	1064	20977042	20977133	92
8919	chr2R	20979320	20979522	+	45	20979397	5842	981	20979366	20979399	34
8920	chr2R	20981440	20981443	+	2	20981443	26	18	20981441	20981443	3
8921	chr2R	20981518	20981521	+	2	20981521	83	72	20981519	20981521	3
8922	chr2R	20981591	20981623	+	4	20981606	33	15	20981592	20981623	32
8923	chr2R	20981687	20981726	+	6	20981717	97	37	20981688	20981726	39
8924	chr2R	20981838	20981923	+	10	20981899	255	103	20981845	20981903	59
8925	chr2R	20982408	20982410	+	2	20982409	36	18	20982409	20982410	2
8926	chr2R	20994869	20994975	+	41	20994909	15955	6793	20994902	20994914	13
8927	chr2R	20995101	20995102	+	1	20995102	55	55	20995102	20995102	1
8928	chr2R	20995419	20995459	+	4	20995459	7	3	20995420	20995459	40
8929	chr2R	20995499	20995708	+	26	20995612	757	543	20995594	20995630	37
8930	chr2R	20995765	20995789	+	3	20995789	37	25	20995783	20995789	7
8931	chr2R	20996164	20996301	+	11	20996227	815	655	20996227	20996242	16
8932	chr2R	20996582	20996586	+	3	20996583	38	22	20996583	20996586	4
8933	chr2R	20996648	20996678	+	2	20996649	99	96	20996649	20996649	1
8934	chr2R	21000471	21000500	+	3	21000475	16	9	21000472	21000500	29
8935	chr2R	21011942	21012030	+	11	21011989	533	223	21011946	21011989	44
8936	chr2R	21015755	21015831	+	6	21015797	88	42	21015756	21015831	76
8937	chr2R	21024922	21024925	+	2	21024923	24	12	21024923	21024925	3
8938	chr2R	21025064	21025149	+	31	21025116	6200	3450	21025112	21025135	24
8939	chr2R	21025242	21025337	+	16	21025243	316	117	21025243	21025267	25
