cluster	chr	start	end	strand	nr_ctss	dominant_ctss	tpm	tpm.dominant_ctss	q_0.1	q_0.9	interquantile_width
15975	chr2R	21575274	21575389	+	15	21575307	426	111	21575304	21575329	26
15976	chr2R	21583454	21583556	+	40	21583474	2481	344	21583467	21583511	45
15977	chr2R	21583741	21583781	+	2	21583742	17	10	21583742	21583781	40
15978	chr2R	21583865	21583867	+	2	21583867	5	4	21583866	21583867	2
15979	chr2R	21584086	21584111	+	4	21584111	21	11	21584087	21584111	25
15980	chr2R	21584414	21584424	+	2	21584424	28	17	21584415	21584424	10
15981	chr2R	21584946	21584948	+	2	21584947	36	19	21584947	21584948	2
15982	chr2R	21589557	21589566	+	2	21589558	22	12	21589558	21589566	9
15983	chr2R	21589898	21590019	+	14	21589919	214	29	21589912	21590015	104
15984	chr2R	21590243	21590371	+	28	21590289	481	68	21590252	21590336	85
15985	chr2R	21590567	21590590	+	3	21590568	30	13	21590568	21590590	23
15986	chr2R	21590635	21590729	+	7	21590636	191	47	21590636	21590718	83
15987	chr2R	21591174	21591179	+	2	21591175	28	21	21591175	21591179	5
15988	chr2R	21597482	21597489	+	3	21597486	87	39	21597483	21597489	7
15989	chr2R	21616450	21616517	+	10	21616466	200	49	21616451	21616514	64
15990	chr2R	21616999	21617003	+	2	21617003	8	5	21617000	21617003	4
15991	chr2R	21617994	21618001	+	2	21617995	37	25	21617995	21618001	7
15992	chr2R	21618306	21618312	+	2	21618307	26	16	21618307	21618312	6
15993	chr2R	21620065	21620078	+	2	21620066	38	26	21620066	21620078	13
15994	chr2R	21623244	21623263	+	5	21623263	158	60	21623249	21623263	15
15995	chr2R	21623307	21623311	+	2	21623311	74	38	21623308	21623311	4
15996	chr2R	21625045	21625051	+	2	21625046	40	24	21625046	21625051	6
15997	chr2R	21626728	21626736	+	2	21626736	40	22	21626729	21626736	8
15998	chr2R	21630791	21630811	+	2	21630792	32	16	21630792	21630811	20
15999	chr2R	21632275	21632301	+	3	21632301	89	47	21632276	21632301	26
16000	chr2R	21632716	21632845	+	10	21632816	206	34	21632743	21632816	74
16001	chr2R	21633025	21633074	+	7	21633074	134	56	21633029	21633074	46
16002	chr2R	21633210	21633268	+	14	21633227	419	79	21633213	21633261	49
16003	chr2R	21633575	21633583	+	3	21633580	52	22	21633576	21633583	8
16004	chr2R	21633639	21633657	+	2	21633640	91	80	21633640	21633657	18
16005	chr2R	21633789	21633818	+	2	21633790	24	13	21633790	21633818	29
16006	chr2R	21633875	21633944	+	5	21633944	94	28	21633876	21633944	69
16007	chr2R	21634235	21634358	+	14	21634321	160	24	21634249	21634321	73
16008	chr2R	21634622	21634715	+	13	21634715	226	48	21634623	21634715	93
16009	chr2R	21635167	21635296	+	12	21635205	374	126	21635202	21635269	68
16010	chr2R	21636094	21636207	+	10	21636156	146	22	21636095	21636207	113
16011	chr2R	21643599	21643619	+	3	21643619	45	23	21643600	21643619	20
16012	chr2R	21645432	21645459	+	3	21645438	117	52	21645433	21645459	27
16013	chr2R	21646176	21646182	+	4	21646178	882	813	21646178	21646178	1
16014	chr2R	21646422	21646444	+	6	21646433	141	38	21646423	21646439	17
16015	chr2R	21650879	21650946	+	9	21650880	355	145	21650880	21650943	64
16016	chr2R	21651601	21651780	+	14	21651684	240	26	21651637	21651740	104
16017	chr2R	21652063	21652093	+	5	21652065	132	65	21652064	21652093	30
16018	chr2R	21656441	21656545	+	14	21656457	336	64	21656447	21656543	97
16019	chr2R	21658037	21658502	+	121	21658274	13796	1724	21658079	21658337	259
16020	chr2R	21659649	21659765	+	27	21659690	1321	246	21659681	21659735	55
16021	chr2R	21663141	21663160	+	2	21663160	50	46	21663160	21663160	1
16022	chr2R	21664361	21664550	+	14	21664469	206	48	21664393	21664541	149
16023	chr2R	21665847	21665889	+	4	21665886	59	53	21665886	21665886	1
16024	chr2R	21665985	21666103	+	16	21666037	213	38	21665986	21666079	94
16025	chr2R	21666672	21666691	+	2	21666673	26	13	21666673	21666691	19
16026	chr2R	21666751	21666766	+	2	21666766	12	9	21666752	21666766	15
16027	chr2R	21666816	21666817	+	1	21666817	109	109	21666817	21666817	1
16028	chr2R	21666946	21666998	+	5	21666965	212	66	21666947	21666998	52
16029	chr2R	21667133	21667205	+	11	21667134	348	78	21667134	21667190	57
16030	chr2R	21669270	21669317	+	10	21669305	344	103	21669276	21669311	36
16031	chr2R	21670125	21670291	+	45	21670164	1114	113	21670150	21670257	108
16032	chr2R	21670806	21671000	+	15	21670956	335	78	21670816	21670956	141
16033	chr2R	21671668	21671813	+	41	21671680	2306	486	21671680	21671750	71
16034	chr2R	21671917	21671977	+	5	21671966	84	23	21671918	21671977	60
16035	chr2R	21680136	21680152	+	2	21680137	26	13	21680137	21680152	16
16036	chr2R	21685254	21685437	+	51	21685315	7319	1468	21685284	21685339	56
16037	chr2R	21685482	21685796	+	56	21685672	3884	594	21685543	21685709	167
16038	chr2R	21686562	21686594	+	2	21686563	22	12	21686563	21686594	32
16039	chr2R	21687199	21687203	+	3	21687200	54	27	21687200	21687203	4
16040	chr2R	21688173	21688206	+	2	21688174	30	20	21688174	21688206	33
16041	chr2R	21688911	21689103	+	41	21688968	3232	530	21688958	21689008	51
16042	chr2R	21689194	21689312	+	9	21689248	150	33	21689216	21689296	81
16043	chr2R	21689384	21689476	+	5	21689416	114	35	21689385	21689446	62
16044	chr2R	21689535	21689553	+	4	21689542	60	17	21689536	21689553	18
16045	chr2R	21689680	21689682	+	2	21689682	91	85	21689682	21689682	1
16046	chr2R	21691194	21691287	+	19	21691276	183	21	21691197	21691276	80
16047	chr2R	21691557	21691811	+	42	21691618	954	108	21691582	21691704	123
16048	chr2R	21692108	21692119	+	2	21692119	31	18	21692109	21692119	11
16049	chr2R	21692418	21692422	+	2	21692419	51	36	21692419	21692422	4
16050	chr2R	21693292	21693298	+	2	21693293	39	25	21693293	21693298	6
16051	chr2R	21693346	21693356	+	2	21693347	97	86	21693347	21693356	10
16052	chr2R	21700408	21700439	+	3	21700437	41	21	21700409	21700439	31
16053	chr2R	21710363	21710437	+	5	21710364	67	19	21710364	21710437	74
16054	chr2R	21710582	21710590	+	2	21710583	34	17	21710583	21710590	8
16055	chr2R	21710914	21710963	+	4	21710963	63	19	21710915	21710963	49
16056	chr2R	21713301	21713379	+	7	21713358	2138	1927	21713358	21713358	1
16057	chr2R	21713604	21713665	+	9	21713614	192	41	21713605	21713665	61
16058	chr2R	21714116	21714156	+	10	21714138	451	212	21714135	21714149	15
16059	chr2R	21714240	21714288	+	4	21714288	49	16	21714241	21714288	48
16060	chr2R	21715700	21715888	+	15	21715875	499	293	21715738	21715876	139
16061	chr2R	21715962	21715964	+	2	21715964	67	45	21715963	21715964	2
16062	chr2R	21717419	21717585	+	28	21717474	2405	873	21717454	21717511	58
16063	chr2R	21717645	21717657	+	2	21717657	32	18	21717646	21717657	12
16064	chr2R	21717774	21717993	+	28	21717940	216	29	21717791	21717960	170
16065	chr2R	21718124	21718277	+	43	21718175	3687	618	21718175	21718257	83
16066	chr2R	21718335	21718379	+	3	21718336	35	13	21718336	21718379	44
16067	chr2R	21719721	21719759	+	2	21719759	25	17	21719722	21719759	38
16068	chr2R	21720405	21720427	+	2	21720406	14	11	21720406	21720427	22
16069	chr2R	21720488	21720585	+	10	21720496	170	40	21720489	21720566	78
16070	chr2R	21721884	21721888	+	2	21721885	34	17	21721885	21721888	4
16071	chr2R	21723662	21723682	+	2	21723682	21	11	21723663	21723682	20
16072	chr2R	21726493	21726508	+	2	21726508	23	13	21726494	21726508	15
16073	chr2R	21727264	21727268	+	2	21727265	24	14	21727265	21727268	4
16074	chr2R	21730594	21730651	+	5	21730595	117	45	21730595	21730651	57
16075	chr2R	21751327	21751350	+	2	21751328	24	14	21751328	21751350	23
16076	chr2R	21755960	21756068	+	23	21756028	2142	819	21756009	21756040	32
16077	chr2R	21757277	21757563	+	84	21757410	25599	12865	21757393	21757424	32
16078	chr2R	21757641	21757673	+	2	21757642	34	28	21757642	21757673	32
16079	chr2R	21758401	21758406	+	2	21758402	6	4	21758402	21758406	5
16080	chr2R	21765202	21765308	+	12	21765263	300	70	21765203	21765287	85
16081	chr2R	21765353	21765388	+	4	21765388	21	8	21765354	21765388	35
16082	chr2R	21765429	21765435	+	3	21765435	19	12	21765430	21765435	6
16083	chr2R	21765509	21765517	+	2	21765510	8	6	21765510	21765517	8
16084	chr2R	21766673	21766747	+	12	21766686	375	68	21766674	21766741	68
16085	chr2R	21767938	21768055	+	21	21767997	1710	665	21767978	21767999	22
16086	chr2R	21768401	21768445	+	4	21768445	25	18	21768402	21768445	44
16087	chr2R	21768991	21769058	+	7	21769040	148	54	21768995	21769043	49
16088	chr2R	21772532	21772587	+	5	21772554	91	40	21772533	21772587	55
16089	chr2R	21773267	21773341	+	22	21773333	3783	2616	21773294	21773333	40
16090	chr2R	21783763	21783849	+	10	21783822	459	243	21783774	21783849	76
16091	chr2R	21790668	21790758	+	7	21790705	95	18	21790669	21790758	90
16092	chr2R	21793443	21793484	+	2	21793484	23	12	21793444	21793484	41
16093	chr2R	21796089	21796136	+	3	21796090	79	51	21796090	21796136	47
16094	chr2R	21796358	21796526	+	37	21796416	5844	1784	21796397	21796443	47
16095	chr2R	21803323	21803552	+	70	21803435	17137	8493	21803405	21803445	41
16096	chr2R	21803658	21803729	+	6	21803659	43	17	21803659	21803729	71
16097	chr2R	21803779	21803785	+	3	21803783	20	12	21803780	21803785	6
16098	chr2R	21803868	21803869	+	1	21803869	174	174	21803869	21803869	1
16099	chr2R	21803961	21803979	+	4	21803963	41	16	21803962	21803964	3
16100	chr2R	21804919	21804957	+	4	21804937	19	11	21804934	21804957	24
16101	chr2R	21824641	21824732	+	11	21824656	517	109	21824656	21824710	55
16102	chr2R	21837826	21837837	+	3	21837830	47	22	21837827	21837837	11
16103	chr2R	21837888	21837894	+	3	21837894	79	41	21837889	21837894	6
16104	chr2R	21841704	21841749	+	8	21841720	152	32	21841716	21841749	34
16105	chr2R	21872031	21872032	+	1	21872032	87	87	21872032	21872032	1
16106	chr2R	21883301	21883348	+	8	21883345	311	203	21883304	21883345	42
16107	chr2R	21948795	21948864	+	6	21948844	164	71	21948796	21948850	55
16108	chr2R	21951590	21951595	+	4	21951592	372	305	21951592	21951593	2
16109	chr2R	21951636	21951730	+	16	21951676	457	123	21951644	21951714	71
16110	chr2R	21952072	21952080	+	2	21952073	22	11	21952073	21952080	8
16111	chr2R	21954531	21954566	+	3	21954532	34	14	21954532	21954566	35
16112	chr2R	21968659	21968664	+	2	21968660	28	14	21968660	21968664	5
16113	chr2R	21969292	21969310	+	2	21969310	28	18	21969293	21969310	18
16114	chr2R	21973044	21973209	+	22	21973126	422	87	21973106	21973167	62
16115	chr2R	21974171	21974203	+	2	21974203	25	14	21974172	21974203	32
16116	chr2R	21989246	21989333	+	10	21989257	347	63	21989252	21989295	44
16117	chr2R	22003373	22003389	+	2	22003374	40	24	22003374	22003389	16
16118	chr2R	22012521	22012547	+	4	22012522	84	33	22012522	22012547	26
16119	chr2R	22012608	22012675	+	4	22012675	59	24	22012609	22012675	67
16120	chr2R	22019974	22019980	+	2	22019975	45	34	22019975	22019980	6
16121	chr2R	22026382	22026425	+	4	22026425	46	13	22026383	22026425	43
16122	chr2R	22034786	22034889	+	37	22034879	1569	287	22034818	22034879	62
16123	chr2R	22035259	22035325	+	7	22035322	124	25	22035260	22035325	66
16124	chr2R	22039226	22039229	+	2	22039227	40	24	22039227	22039229	3
16125	chr2R	22039298	22039337	+	4	22039299	92	31	22039299	22039337	39
16126	chr2R	22039495	22039499	+	2	22039499	39	25	22039496	22039499	4
16127	chr2R	22041942	22041990	+	3	22041943	33	12	22041943	22041990	48
16128	chr2R	22043600	22043634	+	4	22043601	181	118	22043601	22043627	27
16129	chr2R	22060273	22060310	+	5	22060310	100	31	22060274	22060310	37
16130	chr2R	22060896	22060997	+	20	22060956	804	197	22060929	22060978	50
16131	chr2R	22061173	22061364	+	32	22061249	1252	232	22061226	22061280	55
16132	chr2R	22061519	22061584	+	12	22061543	132	25	22061528	22061584	57
16133	chr2R	22062668	22062673	+	2	22062673	46	41	22062669	22062673	5
16134	chr2R	22066800	22066836	+	5	22066833	59	18	22066827	22066836	10
16135	chr2R	22066879	22067038	+	18	22066957	519	86	22066925	22067005	81
16136	chr2R	22067562	22067722	+	27	22067669	2043	464	22067647	22067702	56
16137	chr2R	22067777	22067815	+	2	22067778	44	22	22067778	22067815	38
16138	chr2R	22068233	22068312	+	20	22068290	1450	737	22068246	22068290	45
16139	chr2R	22068413	22068427	+	2	22068427	3	2	22068414	22068427	14
16140	chr2R	22068587	22068667	+	23	22068636	1113	223	22068594	22068661	68
16141	chr2R	22068708	22068793	+	9	22068746	580	155	22068709	22068767	59
16142	chr2R	22068858	22068867	+	2	22068859	28	16	22068859	22068867	9
16143	chr2R	22068965	22068982	+	2	22068966	18	12	22068966	22068982	17
16144	chr2R	22072457	22072543	+	6	22072543	199	127	22072494	22072543	50
16145	chr2R	22072814	22072880	+	14	22072845	555	87	22072838	22072877	40
16146	chr2R	22073170	22073230	+	9	22073217	311	68	22073194	22073219	26
16147	chr2R	22075961	22075973	+	2	22075973	3	2	22075962	22075973	12
16148	chr2R	22076014	22076066	+	5	22076020	56	33	22076015	22076030	16
16149	chr2R	22076221	22076243	+	3	22076228	69	32	22076222	22076243	22
16150	chr2R	22080126	22080198	+	12	22080177	421	172	22080145	22080187	43
16151	chr2R	22080282	22080303	+	3	22080298	78	39	22080283	22080303	21
16152	chr2R	22080383	22080434	+	6	22080417	70	23	22080384	22080420	37
16153	chr2R	22082089	22082154	+	6	22082093	104	39	22082090	22082154	65
16154	chr2R	22082262	22082399	+	8	22082320	138	41	22082293	22082399	107
16155	chr2R	22095575	22095594	+	3	22095576	46	18	22095576	22095594	19
16156	chr2R	22101343	22101417	+	14	22101384	542	154	22101356	22101407	52
16157	chr2R	22103145	22103216	+	5	22103193	59	24	22103173	22103216	44
16158	chr2R	22106763	22106807	+	8	22106773	343	125	22106773	22106807	35
16159	chr2R	22122032	22122093	+	10	22122041	201	54	22122033	22122074	42
16160	chr2R	22122828	22122996	+	51	22122916	2520	1100	22122867	22122921	55
16161	chr2R	22123755	22123758	+	2	22123758	35	19	22123756	22123758	3
16162	chr2R	22123844	22123960	+	14	22123923	431	174	22123880	22123927	48
16163	chr2R	22127214	22127274	+	9	22127242	158	40	22127239	22127268	30
16164	chr2R	22127808	22127813	+	3	22127809	107	70	22127809	22127813	5
16165	chr2R	22127976	22128010	+	5	22128008	67	17	22127977	22128010	34
16166	chr2R	22136967	22136972	+	3	22136972	39	32	22136968	22136972	5
16167	chr2R	22138603	22138662	+	7	22138649	146	47	22138607	22138649	43
16168	chr2R	22138813	22138957	+	26	22138921	1214	159	22138849	22138932	84
16169	chr2R	22139962	22140090	+	27	22140009	211	32	22140004	22140070	67
16170	chr2R	22140562	22140574	+	3	22140564	21	16	22140564	22140574	11
16171	chr2R	22140727	22140744	+	3	22140733	7	4	22140728	22140744	17
16172	chr2R	22140825	22140829	+	4	22140827	10	7	22140827	22140828	2
16173	chr2R	22140907	22141081	+	14	22140928	33	5	22140928	22141072	145
16174	chr2R	22150621	22150628	+	3	22150622	44	16	22150622	22150628	7
16175	chr2R	22160181	22160196	+	2	22160182	33	22	22160182	22160196	15
16176	chr2R	22160326	22160347	+	2	22160327	21	11	22160327	22160347	21
16177	chr2R	22162078	22162207	+	35	22162140	2866	419	22162131	22162182	52
16178	chr2R	22174825	22174840	+	3	22174826	49	27	22174826	22174840	15
16179	chr2R	22174910	22175003	+	15	22174958	228	66	22174911	22174981	71
16180	chr2R	22175890	22175923	+	5	22175923	89	35	22175891	22175923	33
16181	chr2R	22176732	22176760	+	3	22176733	70	44	22176733	22176760	28
16182	chr2R	22179695	22179701	+	4	22179697	383	347	22179697	22179697	1
16183	chr2R	22181211	22181253	+	6	22181240	148	43	22181212	22181253	42
16184	chr2R	22181311	22181378	+	5	22181312	110	48	22181312	22181378	67
16185	chr2R	22181885	22182037	+	33	22181950	2668	523	22181950	22182008	59
16186	chr2R	22183138	22183189	+	6	22183139	92	22	22183139	22183184	46
16187	chr2R	22184673	22184711	+	2	22184674	24	12	22184674	22184711	38
16188	chr2R	22185974	22186051	+	17	22185978	446	114	22185975	22186019	45
16189	chr2R	22186184	22186263	+	5	22186205	81	21	22186185	22186263	79
16190	chr2R	22186567	22186641	+	11	22186627	579	193	22186593	22186637	45
16191	chr2R	22186754	22186764	+	2	22186755	36	25	22186755	22186764	10
16192	chr2R	22186826	22186855	+	3	22186855	66	45	22186827	22186855	29
16193	chr2R	22188684	22188714	+	4	22188714	61	25	22188685	22188714	30
16194	chr2R	22190648	22190783	+	35	22190692	3299	714	22190688	22190718	31
16195	chr2R	22196557	22196569	+	2	22196558	27	16	22196558	22196569	12
16196	chr2R	22209487	22209498	+	2	22209498	24	13	22209488	22209498	11
16197	chr2R	22211317	22211516	+	49	22211426	4225	1542	22211386	22211451	66
16198	chr2R	22211583	22211613	+	5	22211584	149	50	22211584	22211613	30
16199	chr2R	22211770	22211942	+	13	22211853	256	67	22211786	22211918	133
16200	chr2R	22212813	22212884	+	16	22212857	447	89	22212819	22212872	54
16201	chr2R	22213484	22213488	+	2	22213485	18	12	22213485	22213488	4
16202	chr2R	22220060	22220137	+	13	22220098	521	123	22220086	22220130	45
16203	chr2R	22235663	22235666	+	2	22235664	39	26	22235664	22235666	3
16204	chr2R	22235746	22235849	+	14	22235776	486	152	22235752	22235826	75
16205	chr2R	22243963	22243964	+	1	22243964	74	74	22243964	22243964	1
16206	chr2R	22262751	22262763	+	2	22262763	23	13	22262752	22262763	12
16207	chr2R	22291691	22291786	+	21	22291765	1271	288	22291723	22291765	43
16208	chr2R	22295835	22295964	+	11	22295906	208	44	22295839	22295938	100
16209	chr2R	22317656	22317740	+	12	22317665	1685	1378	22317665	22317666	2
16210	chr2R	22318922	22318960	+	2	22318923	17	15	22318923	22318960	38
16211	chr2R	22324980	22324983	+	2	22324981	2	1	22324981	22324983	3
16212	chr2R	22325960	22326046	+	7	22326041	173	71	22325978	22326044	67
16213	chr2R	22327594	22327596	+	2	22327596	6	5	22327595	22327596	2
16214	chr2R	22327709	22327734	+	2	22327734	10	7	22327710	22327734	25
16215	chr2R	22328518	22328562	+	3	22328552	10	6	22328519	22328552	34
16216	chr2R	22331095	22331138	+	3	22331096	83	48	22331096	22331138	43
16217	chr2R	22334392	22334482	+	15	22334444	518	121	22334424	22334472	49
16218	chr2R	22334547	22334606	+	4	22334579	93	49	22334548	22334606	59
16219	chr2R	22334671	22334732	+	7	22334694	124	33	22334672	22334700	29
16220	chr2R	22338697	22338702	+	2	22338698	50	39	22338698	22338702	5
16221	chr2R	22346665	22346692	+	3	22346692	57	24	22346666	22346692	27
16222	chr2R	22348252	22348371	+	33	22348332	2018	326	22348288	22348355	68
16223	chr2R	22348480	22348568	+	12	22348495	96	22	22348494	22348568	75
16224	chr2R	22351830	22351885	+	3	22351853	52	22	22351831	22351885	55
16225	chr2R	22354327	22354330	+	2	22354330	147	137	22354330	22354330	1
16226	chr2R	22354370	22354421	+	6	22354421	98	26	22354371	22354421	51
16227	chr2R	22354538	22354578	+	5	22354539	97	38	22354539	22354578	40
16228	chr2R	22375020	22375177	+	31	22375092	2394	611	22375072	22375144	73
16229	chr2R	22375671	22375673	+	2	22375673	17	13	22375672	22375673	2
16230	chr2R	22376996	22377020	+	4	22377020	68	24	22376997	22377020	24
16231	chr2R	22383135	22383137	+	2	22383136	166	154	22383136	22383136	1
16232	chr2R	22387369	22387425	+	7	22387405	291	152	22387397	22387425	29
16233	chr2R	22390210	22390256	+	10	22390211	372	71	22390211	22390254	44
16234	chr2R	22392279	22392329	+	6	22392305	140	67	22392289	22392309	21
16235	chr2R	22394089	22394247	+	19	22394159	671	168	22394117	22394195	79
16236	chr2R	22394455	22394513	+	10	22394510	638	189	22394466	22394510	45
16237	chr2R	22400058	22400189	+	19	22400147	976	145	22400073	22400147	75
16238	chr2R	22400495	22400536	+	2	22400496	28	18	22400496	22400536	41
16239	chr2R	22410775	22410846	+	4	22410828	78	43	22410776	22410846	71
16240	chr2R	22411383	22411388	+	2	22411384	43	28	22411384	22411388	5
16241	chr2R	22411478	22411555	+	4	22411479	45	14	22411479	22411555	77
16242	chr2R	22411622	22411633	+	2	22411633	28	26	22411633	22411633	1
16243	chr2R	22411758	22411818	+	11	22411804	195	41	22411762	22411805	44
16244	chr2R	22411870	22412024	+	38	22411989	1648	179	22411929	22412017	89
16245	chr2R	22412086	22412103	+	3	22412087	43	19	22412087	22412103	17
16246	chr2R	22412213	22412237	+	2	22412214	43	30	22412214	22412237	24
16247	chr2R	22415230	22415244	+	2	22415231	31	19	22415231	22415244	14
16248	chr2R	22415347	22415404	+	6	22415369	136	30	22415348	22415404	57
16249	chr2R	22415810	22416056	+	45	22415813	1371	207	22415813	22415994	182
16250	chr2R	22416248	22416258	+	4	22416249	162	65	22416249	22416258	10
16251	chr2R	22417106	22417195	+	6	22417113	76	15	22417107	22417195	89
16252	chr2R	22417506	22417509	+	2	22417507	22	13	22417507	22417509	3
16253	chr2R	22417705	22417757	+	3	22417757	51	24	22417706	22417757	52
16254	chr2R	22419887	22419898	+	2	22419898	24	13	22419888	22419898	11
16255	chr2R	22419991	22420117	+	13	22420057	674	320	22420022	22420059	38
16256	chr2R	22421003	22421079	+	11	22421074	224	66	22421019	22421074	56
16257	chr2R	22421235	22421264	+	2	22421264	87	71	22421236	22421264	29
16258	chr2R	22421718	22421776	+	10	22421771	557	245	22421734	22421771	38
16259	chr2R	22426205	22426292	+	16	22426266	697	162	22426211	22426281	71
16260	chr2R	22442579	22442585	+	2	22442580	31	17	22442580	22442585	6
16261	chr2R	22443032	22443037	+	2	22443037	110	93	22443033	22443037	5
16262	chr2R	22460769	22460808	+	2	22460808	30	19	22460770	22460808	39
16263	chr2R	22461241	22461276	+	3	22461264	18	12	22461242	22461276	35
16264	chr2R	22461529	22461532	+	2	22461532	30	16	22461530	22461532	3
16265	chr2R	22461576	22461599	+	4	22461599	99	53	22461577	22461599	23
16266	chr2R	22462540	22462649	+	6	22462605	95	31	22462541	22462649	109
16267	chr2R	22463434	22463485	+	9	22463472	402	171	22463438	22463478	41
16268	chr2R	22475837	22475841	+	2	22475838	65	48	22475838	22475841	4
16269	chr2R	22475881	22475899	+	3	22475882	80	43	22475882	22475899	18
16270	chr2R	22478382	22478387	+	3	22478387	68	52	22478383	22478387	5
16271	chr2R	22479058	22479082	+	2	22479059	30	19	22479059	22479082	24
16272	chr2R	22480083	22480084	+	1	22480084	52	52	22480084	22480084	1
16273	chr2R	22482205	22482239	+	4	22482214	118	77	22482206	22482239	34
16274	chr2R	22483315	22483319	+	3	22483316	84	58	22483316	22483319	4
16275	chr2R	22484605	22484705	+	9	22484705	230	57	22484641	22484705	65
16276	chr2R	22486738	22486764	+	4	22486739	172	70	22486739	22486764	26
16277	chr2R	22488630	22488658	+	2	22488658	27	14	22488631	22488658	28
16278	chr2R	22490999	22491001	+	2	22491000	111	94	22491000	22491001	2
16279	chr2R	22491098	22491306	+	23	22491196	1039	241	22491142	22491262	121
16280	chr2R	22492164	22492279	+	18	22492218	362	77	22492198	22492236	39
16281	chr2R	22492326	22492369	+	5	22492368	110	43	22492327	22492369	43
16282	chr2R	22492770	22492772	+	2	22492771	26	16	22492771	22492772	2
16283	chr2R	22493631	22493643	+	2	22493643	23	13	22493632	22493643	12
16284	chr2R	22500534	22500556	+	3	22500544	79	38	22500535	22500556	22
16285	chr2R	22548055	22548097	+	5	22548097	234	107	22548056	22548097	42
16286	chr2R	22550096	22550097	+	1	22550097	53	53	22550097	22550097	1
16287	chr2R	22550698	22550735	+	7	22550718	133	47	22550702	22550730	29
16288	chr2R	22551012	22551019	+	2	22551019	45	30	22551013	22551019	7
16289	chr2R	22562274	22562422	+	48	22562340	4394	1062	22562326	22562380	55
16290	chr2R	22564691	22564695	+	2	22564692	25	15	22564692	22564695	4
16291	chr2R	22564938	22565005	+	4	22564975	61	20	22564939	22565005	67
16292	chr2R	22574627	22574667	+	3	22574667	42	18	22574628	22574667	40
16293	chr2R	22588780	22588849	+	11	22588787	234	61	22588787	22588833	47
16294	chr2R	22594603	22594616	+	4	22594611	40	12	22594604	22594616	13
16295	chr2R	22594691	22594699	+	4	22594699	64	36	22594692	22594699	8
16296	chr2R	22594775	22594793	+	5	22594783	55	21	22594776	22594791	16
16297	chr2R	22602536	22602540	+	3	22602537	72	36	22602537	22602540	4
16298	chr2R	22602595	22602601	+	2	22602596	21	11	22602596	22602601	6
16299	chr2R	22606058	22606165	+	54	22606131	23709	7639	22606109	22606135	27
16300	chr2R	22606247	22606284	+	2	22606248	19	11	22606248	22606284	37
16301	chr2R	22608303	22608331	+	2	22608304	11	10	22608304	22608304	1
16302	chr2R	22608497	22608740	+	35	22608534	1454	361	22608534	22608657	124
16303	chr2R	22608799	22608811	+	4	22608811	59	22	22608800	22608811	12
16304	chr2R	22608955	22608995	+	3	22608995	43	22	22608956	22608995	40
16305	chr2R	22612406	22612479	+	10	22612460	371	174	22612436	22612474	39
16306	chr2R	22628751	22628765	+	2	22628752	30	20	22628752	22628765	14
16307	chr2R	22634142	22634147	+	2	22634143	23	12	22634143	22634147	5
16308	chr2R	22637740	22637867	+	33	22637787	1530	520	22637772	22637804	33
16309	chr2R	22638308	22638352	+	8	22638327	210	81	22638309	22638344	36
16310	chr2R	22640647	22640733	+	14	22640712	658	431	22640677	22640712	36
16311	chr2R	22642922	22642941	+	2	22642923	30	16	22642923	22642941	19
16312	chr2R	22645128	22645207	+	5	22645134	129	74	22645134	22645192	59
16313	chr2R	22646615	22646631	+	2	22646631	98	52	22646616	22646631	16
16314	chr2R	22650492	22650496	+	2	22650493	22	11	22650493	22650496	4
16315	chr2R	22650576	22650584	+	2	22650584	5	4	22650577	22650584	8
16316	chr2R	22654836	22654902	+	9	22654886	175	40	22654840	22654901	62
16317	chr2R	22655094	22655160	+	12	22655160	134	36	22655098	22655160	63
16318	chr2R	22655823	22655926	+	19	22655859	908	227	22655859	22655907	49
16319	chr2R	22657884	22657906	+	5	22657905	679	639	22657905	22657905	1
16320	chr2R	22659591	22659636	+	7	22659636	630	209	22659592	22659636	45
16321	chr2R	22660472	22660605	+	29	22660598	1738	281	22660484	22660598	115
16322	chr2R	22663661	22663742	+	12	22663693	3876	3151	22663693	22663694	2
16323	chr2R	22663788	22663808	+	2	22663808	24	22	22663808	22663808	1
16324	chr2R	22664174	22664177	+	3	22664176	41	18	22664175	22664177	3
16325	chr2R	22665654	22665658	+	2	22665658	56	46	22665655	22665658	4
16326	chr2R	22667132	22667161	+	3	22667156	332	301	22667156	22667156	1
16327	chr2R	22667378	22667381	+	2	22667381	129	112	22667379	22667381	3
16328	chr2R	22667751	22667889	+	11	22667885	342	147	22667793	22667885	93
16329	chr2R	22667930	22667948	+	7	22667942	81	35	22667942	22667947	6
16330	chr2R	22668109	22668139	+	2	22668139	55	44	22668110	22668139	30
16331	chr2R	22669020	22669058	+	4	22669058	121	53	22669027	22669058	32
16332	chr2R	22669431	22669432	+	1	22669432	54	54	22669432	22669432	1
16333	chr2R	22670578	22670636	+	3	22670600	41	20	22670579	22670636	58
16334	chr2R	22670682	22670691	+	2	22670683	32	17	22670683	22670691	9
16335	chr2R	22670732	22670815	+	20	22670765	444	96	22670750	22670797	48
16336	chr2R	22670970	22671107	+	21	22670986	733	208	22670974	22671051	78
16337	chr2R	22671666	22671724	+	6	22671701	119	40	22671667	22671721	55
16338	chr2R	22671948	22671950	+	2	22671949	30	15	22671949	22671950	2
16339	chr2R	22689617	22689671	+	5	22689671	130	53	22689618	22689671	54
