consensus.cluster	chr	start	end	strand	tpm
7858	chr2L	18652983	18652999	-	79
7859	chr2L	18653182	18653267	-	160
7860	chr2L	18656920	18656959	-	255
7861	chr2L	18663032	18663055	-	86
7862	chr2L	18664124	18664165	-	90
7863	chr2L	18668015	18668073	-	147
7864	chr2L	18670038	18670039	-	90
7865	chr2L	18673217	18673348	-	1331
7866	chr2L	18674565	18674656	-	865
7867	chr2L	18675073	18675144	-	3581
7868	chr2L	18676077	18676174	-	98
7869	chr2L	18676501	18676530	-	62
7870	chr2L	18676962	18677058	-	6382
7871	chr2L	18679020	18679150	-	334
7872	chr2L	18681672	18681739	-	59
7873	chr2L	18687923	18687953	-	198
7874	chr2L	18688409	18688476	-	111
7875	chr2L	18688733	18688843	-	299
7876	chr2L	18690398	18690431	-	108
7877	chr2L	18691812	18691918	-	824
7878	chr2L	18692227	18692258	-	83
7879	chr2L	18695168	18695448	-	5837
7880	chr2L	18695528	18695690	-	988
7881	chr2L	18696034	18696143	-	233
7882	chr2L	18696774	18696838	-	751
7883	chr2L	18696897	18696949	-	170
7884	chr2L	18697469	18697488	-	130
7885	chr2L	18697861	18697894	-	768
7886	chr2L	18702686	18702744	-	276
7887	chr2L	18702838	18702908	-	343
7888	chr2L	18702956	18702960	-	95
7889	chr2L	18703025	18703101	-	298
7890	chr2L	18705084	18705131	-	51
7891	chr2L	18705493	18705545	-	221
7892	chr2L	18705595	18705749	-	6749
7893	chr2L	18706907	18707064	-	456
7894	chr2L	18708294	18708351	-	341
7895	chr2L	18708490	18708793	-	6923
7896	chr2L	18709168	18709236	-	101
7897	chr2L	18709358	18709386	-	69
7898	chr2L	18709427	18709450	-	79
7899	chr2L	18710523	18710624	-	375
7900	chr2L	18711548	18711611	-	249
7901	chr2L	18716628	18716748	-	2296
7902	chr2L	18732138	18732175	-	88
7903	chr2L	18740021	18740022	-	91
7904	chr2L	18740064	18740157	-	5254
7905	chr2L	18741024	18741050	-	89
7906	chr2L	18757850	18757930	-	370
7907	chr2L	18760961	18760980	-	51
7908	chr2L	18761056	18761077	-	137
7909	chr2L	18773772	18773858	-	463
7910	chr2L	18780810	18780817	-	443
7911	chr2L	18781507	18781531	-	207
7912	chr2L	18782511	18782513	-	97
7913	chr2L	18782699	18782706	-	115
7914	chr2L	18787443	18787471	-	214
7915	chr2L	18792905	18792909	-	311
7916	chr2L	18796193	18796194	-	304
7917	chr2L	18801969	18802109	-	1261
7918	chr2L	18805348	18805349	-	86
7919	chr2L	18810933	18810986	-	14763
7920	chr2L	18811109	18811130	-	98
7921	chr2L	18829494	18829618	-	1290
7922	chr2L	18830636	18830681	-	612
7923	chr2L	18831389	18831430	-	254
7924	chr2L	18832989	18833009	-	60
7925	chr2L	18835766	18835768	-	87
7926	chr2L	18836254	18836255	-	73
7927	chr2L	18836500	18836523	-	92
7928	chr2L	18838930	18839007	-	443
7929	chr2L	18839203	18839283	-	478
7930	chr2L	18839330	18839760	-	3813
7931	chr2L	18841230	18841402	-	6669
7932	chr2L	18841705	18841724	-	68
7933	chr2L	18841793	18841824	-	72
7934	chr2L	18844576	18844577	-	95
7935	chr2L	18856424	18856448	-	54
7936	chr2L	18857190	18857229	-	166
7937	chr2L	18857404	18857405	-	95
7938	chr2L	18857642	18857698	-	417
7939	chr2L	18857799	18857840	-	220
7940	chr2L	18859202	18859274	-	2375
7941	chr2L	18860860	18860915	-	89
7942	chr2L	18860964	18861027	-	157
7943	chr2L	18870471	18870481	-	97
7944	chr2L	18872442	18872485	-	94
7945	chr2L	18874519	18874639	-	1778
7946	chr2L	18881255	18881256	-	101
7947	chr2L	18886301	18886398	-	858
7948	chr2L	18901532	18901595	-	53
7949	chr2L	18906897	18906970	-	478
7950	chr2L	18908811	18908885	-	1046
7951	chr2L	18913517	18913574	-	63
7952	chr2L	18942857	18942866	-	174
7953	chr2L	18943026	18943082	-	269
7954	chr2L	18943843	18943975	-	4690
7955	chr2L	18944846	18944862	-	60
7956	chr2L	18946542	18946617	-	178
7957	chr2L	18949461	18949525	-	73
7958	chr2L	18951620	18951875	-	20839
7959	chr2L	18954420	18954421	-	104
7960	chr2L	18954714	18954721	-	53
7961	chr2L	18957070	18957175	-	1786
7962	chr2L	18958239	18958240	-	86
7963	chr2L	18965624	18965675	-	185
7964	chr2L	18968734	18968754	-	128
7965	chr2L	18972491	18972582	-	522
7966	chr2L	18972892	18972998	-	152
7967	chr2L	18973040	18973106	-	322
7968	chr2L	18974084	18974183	-	1198
7969	chr2L	18974280	18974487	-	2738
7970	chr2L	18987248	18987284	-	1227
7971	chr2L	18987337	18987369	-	105
7972	chr2L	18995868	18995946	-	4711
7973	chr2L	19007880	19007961	-	87
7974	chr2L	19008869	19009306	-	18940
7975	chr2L	19009710	19009793	-	609
7976	chr2L	19010173	19010223	-	79
7977	chr2L	19017843	19017898	-	744
7978	chr2L	19019846	19019948	-	166
7979	chr2L	19024411	19024455	-	66
7980	chr2L	19030930	19030977	-	130
7981	chr2L	19031701	19031706	-	88
7982	chr2L	19033416	19033533	-	1147
7983	chr2L	19034331	19034635	-	5684
7984	chr2L	19035160	19035193	-	91
7985	chr2L	19038378	19038475	-	643
7986	chr2L	19042721	19042840	-	445
7987	chr2L	19044762	19044837	-	741
7988	chr2L	19044929	19044982	-	122
7989	chr2L	19045073	19045159	-	1202
7990	chr2L	19047198	19047213	-	61
7991	chr2L	19047332	19047367	-	158
7992	chr2L	19050529	19050587	-	261
7993	chr2L	19050631	19050677	-	110
7994	chr2L	19051261	19051324	-	197
7995	chr2L	19051537	19051612	-	1167
7996	chr2L	19052422	19052572	-	733
7997	chr2L	19065568	19065723	-	1190
7998	chr2L	19069848	19069854	-	453
7999	chr2L	19074140	19074146	-	316
8000	chr2L	19075286	19075345	-	62
8001	chr2L	19078235	19078237	-	62
8002	chr2L	19078978	19079056	-	205
8003	chr2L	19080815	19080837	-	376
8004	chr2L	19080921	19080974	-	179
8005	chr2L	19081667	19081721	-	102
8006	chr2L	19082155	19082191	-	320
8007	chr2L	19106368	19106457	-	616
8008	chr2L	19117985	19117986	-	60
8009	chr2L	19120293	19120302	-	461
8010	chr2L	19122689	19122784	-	306
8011	chr2L	19123467	19123866	-	13846
8012	chr2L	19124465	19124517	-	76
8013	chr2L	19126906	19126983	-	760
8014	chr2L	19131841	19131965	-	1788
8015	chr2L	19133429	19133527	-	1796
8016	chr2L	19133667	19133726	-	184
8017	chr2L	19133841	19133860	-	83
8018	chr2L	19133902	19133910	-	64
8019	chr2L	19139660	19139708	-	447
8020	chr2L	19140589	19140653	-	197
8021	chr2L	19142691	19142737	-	68
8022	chr2L	19146796	19146944	-	527
8023	chr2L	19180478	19180540	-	178
8024	chr2L	19180735	19180875	-	336
8025	chr2L	19181686	19181718	-	116
8026	chr2L	19182454	19182526	-	660
8027	chr2L	19182578	19182952	-	573378
8028	chr2L	19183004	19183032	-	94
8029	chr2L	19183365	19183710	-	1010595
8030	chr2L	19183762	19183774	-	120
8031	chr2L	19185535	19185606	-	70
8032	chr2L	19186437	19186477	-	117
8033	chr2L	19186631	19186672	-	187
8034	chr2L	19186770	19186815	-	108
8035	chr2L	19187525	19187563	-	52
8036	chr2L	19188543	19188623	-	130
8037	chr2L	19190428	19190502	-	263
8038	chr2L	19202402	19202481	-	1363
8039	chr2L	19210730	19210780	-	146
8040	chr2L	19221154	19221199	-	380
8041	chr2L	19234582	19234609	-	100
8042	chr2L	19244565	19244629	-	434
8043	chr2L	19259842	19259930	-	2760
8044	chr2L	19260695	19260719	-	98
8045	chr2L	19262172	19262301	-	1517
8046	chr2L	19262351	19262414	-	137
8047	chr2L	19262665	19262676	-	111
8048	chr2L	19286081	19286125	-	307
8049	chr2L	19299717	19299754	-	117
8050	chr2L	19299824	19299951	-	13933
8051	chr2L	19321389	19321404	-	65
8052	chr2L	19322978	19323030	-	297
8053	chr2L	19323070	19323103	-	69
8054	chr2L	19324854	19324883	-	87
8055	chr2L	19344374	19344412	-	114
8056	chr2L	19363148	19363224	-	796
8057	chr2L	19368356	19368469	-	497
8058	chr2L	19383760	19383767	-	68
8059	chr2L	19384110	19384215	-	152
8060	chr2L	19384262	19384416	-	343
8061	chr2L	19386198	19386204	-	459
8062	chr2L	19387712	19387726	-	81
8063	chr2L	19388130	19388361	-	323
8064	chr2L	19388568	19388570	-	546
8065	chr2L	19389611	19389640	-	676
8066	chr2L	19389789	19389795	-	3337
8067	chr2L	19390007	19390069	-	25851
8068	chr2L	19390144	19390165	-	71
8069	chr2L	19392490	19392602	-	1016
8070	chr2L	19392702	19392703	-	53
8071	chr2L	19398408	19398440	-	358
8072	chr2L	19398486	19398492	-	1094
8073	chr2L	19400494	19400553	-	184
8074	chr2L	19403833	19403880	-	224
8075	chr2L	19404781	19404785	-	128
8076	chr2L	19404907	19405021	-	218
8077	chr2L	19405094	19405139	-	185
8078	chr2L	19414472	19414474	-	354
8079	chr2L	19416403	19416508	-	281
8080	chr2L	19423548	19423549	-	319
8081	chr2L	19426407	19426669	-	1592
8082	chr2L	19436482	19436514	-	77
8083	chr2L	19437914	19437962	-	131
8084	chr2L	19441277	19441278	-	174
8085	chr2L	19444682	19444797	-	1677
8086	chr2L	19448712	19448793	-	299
8087	chr2L	19448928	19449000	-	153
8088	chr2L	19453354	19453528	-	4389
8089	chr2L	19481787	19481891	-	121
8090	chr2L	19489783	19489807	-	137
8091	chr2L	19489928	19489944	-	63
8092	chr2L	19490083	19490101	-	216
8093	chr2L	19492671	19492738	-	122
8094	chr2L	19492883	19492977	-	353
8095	chr2L	19508714	19508760	-	116
8096	chr2L	19514004	19514061	-	235
8097	chr2L	19516031	19516069	-	89
8098	chr2L	19516653	19516798	-	691
8099	chr2L	19517169	19517222	-	610
8100	chr2L	19518641	19518719	-	173
8101	chr2L	19526330	19526415	-	5225
8102	chr2L	19526490	19526592	-	367
8103	chr2L	19527869	19528009	-	3548
8104	chr2L	19528313	19528319	-	371
8105	chr2L	19530294	19530304	-	167
8106	chr2L	19535051	19535065	-	52
8107	chr2L	19543803	19543891	-	268
8108	chr2L	19549327	19549397	-	206
8109	chr2L	19569226	19569250	-	108
8110	chr2L	19570211	19570216	-	62
8111	chr2L	19577198	19577333	-	3093
8112	chr2L	19579693	19579752	-	116
8113	chr2L	19579884	19579910	-	76
8114	chr2L	19580188	19580384	-	5406
8115	chr2L	19582166	19582265	-	769
8116	chr2L	19582378	19582402	-	92
8117	chr2L	19582450	19582542	-	531
8118	chr2L	19583481	19583511	-	155
8119	chr2L	19583932	19584027	-	781
8120	chr2L	19584826	19584827	-	60
8121	chr2L	19594013	19594145	-	1027
8122	chr2L	19605250	19605300	-	162
8123	chr2L	19610483	19610546	-	986
8124	chr2L	19628736	19628831	-	540
8125	chr2L	19638242	19638276	-	95
8126	chr2L	19642604	19642676	-	366
8127	chr2L	19676291	19676348	-	112
8128	chr2L	19702841	19702909	-	158
8129	chr2L	19732391	19732452	-	51
8130	chr2L	19735096	19735166	-	429
8131	chr2L	19735355	19735392	-	131
8132	chr2L	19735908	19735983	-	347
8133	chr2L	19753583	19753584	-	78
8134	chr2L	19756703	19756775	-	217
8135	chr2L	19756886	19756961	-	764
8136	chr2L	19757515	19757516	-	52
8137	chr2L	19757756	19757777	-	117
8138	chr2L	19758577	19758720	-	1992
8139	chr2L	19759234	19759432	-	1152
8140	chr2L	19760806	19760968	-	1260
8141	chr2L	19761446	19761448	-	186
8142	chr2L	19762011	19762089	-	340
8143	chr2L	19762324	19762325	-	69
8144	chr2L	19764132	19764133	-	479
8145	chr2L	19770942	19770956	-	102
8146	chr2L	19771089	19771117	-	67
8147	chr2L	19773874	19773954	-	211
8148	chr2L	19777192	19777260	-	116
8149	chr2L	19777306	19777365	-	78
8150	chr2L	19777602	19777640	-	109
8151	chr2L	19777721	19777739	-	95
8152	chr2L	19777897	19777911	-	191
8153	chr2L	19777997	19778034	-	108
8154	chr2L	19778084	19778266	-	16336
8155	chr2L	19780422	19780493	-	313
8156	chr2L	19782553	19782601	-	204
8157	chr2L	19791814	19791915	-	954
8158	chr2L	19795733	19795873	-	2716
8159	chr2L	19796792	19796894	-	293
8160	chr2L	19803248	19803249	-	90
8161	chr2L	19804451	19804455	-	106
8162	chr2L	19815259	19815291	-	82
8163	chr2L	19840167	19840298	-	724
8164	chr2L	19848602	19848678	-	326
8165	chr2L	19850000	19850076	-	90
8166	chr2L	19854677	19854714	-	250
8167	chr2L	19863794	19863805	-	50
8168	chr2L	19892557	19892600	-	334
8169	chr2L	19911772	19911797	-	145
8170	chr2L	19926019	19926091	-	142
8171	chr2L	19934454	19934541	-	83
8172	chr2L	19959373	19959377	-	60
8173	chr2L	19961043	19961047	-	414
8174	chr2L	19961684	19961685	-	62
8175	chr2L	19962347	19962352	-	323
8176	chr2L	19966507	19966612	-	313
8177	chr2L	19967677	19967687	-	1312
8178	chr2L	19977249	19977389	-	1016
8179	chr2L	19979409	19979472	-	682
8180	chr2L	20017295	20017296	-	207
8181	chr2L	20052326	20052332	-	56
8182	chr2L	20060674	20060706	-	81
8183	chr2L	20060809	20060998	-	2549
8184	chr2L	20061353	20061399	-	855
8185	chr2L	20065605	20065720	-	998
8186	chr2L	20066843	20066860	-	81
8187	chr2L	20069335	20069366	-	55
8188	chr2L	20072072	20072147	-	1234
8189	chr2L	20075108	20075127	-	161
8190	chr2L	20075188	20075241	-	155
8191	chr2L	20075363	20075477	-	2359
8192	chr2L	20076387	20076468	-	122
8193	chr2L	20080198	20080199	-	71
8194	chr2L	20085055	20085068	-	1018
8195	chr2L	20087272	20087293	-	87
8196	chr2L	20091151	20091209	-	217
8197	chr2L	20092027	20092031	-	73
8198	chr2L	20092376	20092452	-	207
8199	chr2L	20093557	20093701	-	154
8200	chr2L	20093747	20093911	-	4555
8201	chr2L	20094316	20094336	-	102
8202	chr2L	20095684	20095685	-	58
8203	chr2L	20096846	20096990	-	1116
8204	chr2L	20097099	20097241	-	3951
8205	chr2L	20101976	20102000	-	158
8206	chr2L	20103997	20104188	-	2103
8207	chr2L	20130857	20130908	-	337
8208	chr2L	20130951	20130965	-	59
8209	chr2L	20134178	20134264	-	252
8210	chr2L	20146818	20146945	-	859
8211	chr2L	20231500	20231509	-	54
8212	chr2L	20231754	20231803	-	112
8213	chr2L	20236163	20236167	-	103
8214	chr2L	20249303	20249323	-	182
8215	chr2L	20249697	20249769	-	668
8216	chr2L	20252258	20252354	-	408
8217	chr2L	20254239	20254265	-	136
8218	chr2L	20254309	20254493	-	4558
8219	chr2L	20256812	20257055	-	1496
8220	chr2L	20257222	20257249	-	68
8221	chr2L	20263877	20263898	-	54
8222	chr2L	20295695	20295791	-	202
8223	chr2L	20296943	20297061	-	268
8224	chr2L	20297111	20297130	-	111
8225	chr2L	20297249	20297360	-	19810
8226	chr2L	20299298	20299431	-	1260
8227	chr2L	20316221	20316239	-	91
8228	chr2L	20326240	20326284	-	199
8229	chr2L	20335728	20335732	-	65
8230	chr2L	20341404	20341416	-	98
8231	chr2L	20347951	20347996	-	176
8232	chr2L	20349128	20349132	-	60
8233	chr2L	20349644	20349724	-	90
8234	chr2L	20349917	20350030	-	3038
8235	chr2L	20350141	20350170	-	84
8236	chr2L	20353175	20353337	-	1010
8237	chr2L	20353833	20353926	-	190
8238	chr2L	20358079	20358119	-	77
8239	chr2L	20360384	20360535	-	885
8240	chr2L	20360684	20360772	-	826
8241	chr2L	20365682	20365702	-	181
8242	chr2L	20375312	20375357	-	146
8243	chr2L	20386579	20386654	-	167
8244	chr2L	20387422	20387561	-	10161
8245	chr2L	20399388	20399394	-	106
8246	chr2L	20414533	20414618	-	258
8247	chr2L	20416721	20416774	-	236
8248	chr2L	20417322	20417365	-	117
8249	chr2L	20424686	20424690	-	86
8250	chr2L	20430349	20430451	-	501
8251	chr2L	20437824	20437836	-	125
8252	chr2L	20438515	20438573	-	351
8253	chr2L	20438677	20438739	-	574
8254	chr2L	20448894	20448953	-	119
8255	chr2L	20460294	20460324	-	52
8256	chr2L	20461814	20461900	-	445
8257	chr2L	20462312	20462403	-	645
8258	chr2L	20463396	20463480	-	482
8259	chr2L	20473271	20473442	-	13351
8260	chr2L	20478042	20478211	-	647
8261	chr2L	20489534	20489626	-	121
8262	chr2L	20514049	20514068	-	78
8263	chr2L	20515284	20515377	-	220
8264	chr2L	20524504	20524555	-	818
8265	chr2L	20539970	20540026	-	430
8266	chr2L	20551242	20551436	-	270
8267	chr2L	20598324	20598335	-	54
8268	chr2L	20604161	20604248	-	7611
8269	chr2L	20607814	20607883	-	4055
8270	chr2L	20611336	20611337	-	52
8271	chr2L	20615029	20615042	-	99
8272	chr2L	20622097	20622107	-	86
8273	chr2L	20642751	20642861	-	80
8274	chr2L	20642926	20643078	-	395
8275	chr2L	20643134	20643359	-	143518
8276	chr2L	20644350	20644450	-	393
8277	chr2L	20645298	20645450	-	347
8278	chr2L	20647672	20647673	-	68
8279	chr2L	20649535	20649588	-	66
8280	chr2L	20651880	20652042	-	1322
8281	chr2L	20654720	20654802	-	102
8282	chr2L	20655853	20655914	-	169
8283	chr2L	20656155	20656180	-	84
8284	chr2L	20656599	20656722	-	592
8285	chr2L	20658196	20658246	-	382
8286	chr2L	20659995	20660153	-	155
8287	chr2L	20660471	20660492	-	70
8288	chr2L	20660626	20660751	-	2081
8289	chr2L	20660947	20661051	-	923
8290	chr2L	20661115	20661170	-	146
8291	chr2L	20661406	20661409	-	99
8292	chr2L	20662340	20662467	-	461
8293	chr2L	20662918	20662995	-	192
8294	chr2L	20663329	20663353	-	57
8295	chr2L	20663424	20663495	-	106
8296	chr2L	20663620	20663742	-	474
8297	chr2L	20664123	20664222	-	144
8298	chr2L	20664745	20664746	-	79
8299	chr2L	20664841	20664870	-	113
8300	chr2L	20675821	20676002	-	1509
8301	chr2L	20678331	20678425	-	316
8302	chr2L	20679349	20679468	-	1831
8303	chr2L	20681653	20681706	-	133
8304	chr2L	20681810	20681853	-	187
8305	chr2L	20683231	20683298	-	132
8306	chr2L	20726465	20726573	-	3965
8307	chr2L	20728493	20728543	-	252
8308	chr2L	20734128	20734327	-	6048
8309	chr2L	20735136	20735150	-	64
8310	chr2L	20751472	20751476	-	88
8311	chr2L	20757569	20757656	-	376
8312	chr2L	20757784	20758093	-	5596
8313	chr2L	20758571	20758597	-	72
8314	chr2L	20758969	20759035	-	131
8315	chr2L	20767996	20768079	-	1611
8316	chr2L	20785525	20785594	-	111
8317	chr2L	20787609	20787625	-	68
8318	chr2L	20787933	20787987	-	306
8319	chr2L	20789446	20789499	-	232
8320	chr2L	20790479	20790554	-	148
8321	chr2L	20791386	20791515	-	695
8322	chr2L	20792443	20792518	-	203
8323	chr2L	20794136	20794146	-	688
8324	chr2L	20797039	20797079	-	196
8325	chr2L	20800849	20800877	-	78
8326	chr2L	20815206	20815208	-	56
8327	chr2L	20816116	20816323	-	11829
8328	chr2L	20818289	20818379	-	882
8329	chr2L	20820874	20820875	-	112
8330	chr2L	20823925	20823975	-	87
8331	chr2L	20830067	20830119	-	177
8332	chr2L	20830900	20830940	-	93
8333	chr2L	20836372	20836417	-	97
8334	chr2L	20837297	20837321	-	111
8335	chr2L	20837389	20837396	-	55
8336	chr2L	20837994	20837998	-	435
8337	chr2L	20848293	20848375	-	677
8338	chr2L	20860865	20860899	-	270
8339	chr2L	20867766	20867840	-	512
8340	chr2L	20868474	20868542	-	253
8341	chr2L	20869329	20869335	-	74
8342	chr2L	20870761	20870766	-	101
8343	chr2L	20871023	20871045	-	105
8344	chr2L	20871167	20871284	-	509
8345	chr2L	20873969	20874116	-	528
8346	chr2L	20874393	20874546	-	2320
8347	chr2L	20885973	20885976	-	578
8348	chr2L	20890392	20890393	-	87
8349	chr2L	20910942	20910959	-	52
8350	chr2L	20917450	20917454	-	774
8351	chr2L	20918810	20918953	-	990
8352	chr2L	20926067	20926187	-	1151
8353	chr2L	20927792	20927898	-	2752
8354	chr2L	20948164	20948230	-	1553
8355	chr2L	20963588	20963595	-	62
8356	chr2L	20963642	20963669	-	121
8357	chr2L	20964296	20964360	-	144
8358	chr2L	20991935	20991951	-	103
8359	chr2L	20997662	20997682	-	62
8360	chr2L	20999660	20999661	-	83
8361	chr2L	20999828	20999868	-	98
8362	chr2L	21002186	21002258	-	104
8363	chr2L	21004261	21004371	-	485
8364	chr2L	21019864	21019892	-	124
8365	chr2L	21024127	21024230	-	313
8366	chr2L	21024326	21024368	-	140
8367	chr2L	21051928	21051979	-	1055
8368	chr2L	21055014	21055157	-	3125
8369	chr2L	21069889	21069890	-	93
8370	chr2L	21070128	21070134	-	50
8371	chr2L	21071448	21071505	-	640
8372	chr2L	21079444	21079488	-	341
8373	chr2L	21079957	21080045	-	1763
8374	chr2L	21080981	21081022	-	103
8375	chr2L	21081292	21081352	-	213
8376	chr2L	21085237	21085238	-	81
8377	chr2L	21085289	21085368	-	443
8378	chr2L	21088476	21088517	-	174
8379	chr2L	21095405	21095518	-	3541
8380	chr2L	21100363	21100452	-	77
8381	chr2L	21100646	21100752	-	1268
8382	chr2L	21102379	21102451	-	229
8383	chr2L	21104287	21104304	-	104
8384	chr2L	21104476	21104483	-	127
8385	chr2L	21107221	21107355	-	678
8386	chr2L	21116990	21117020	-	61
8387	chr2L	21121067	21121144	-	114
8388	chr2L	21138175	21138198	-	68
8389	chr2L	21140060	21140182	-	519
8390	chr2L	21140369	21140467	-	115
8391	chr2L	21141835	21141906	-	171
8392	chr2L	21142065	21142150	-	274
8393	chr2L	21142222	21142398	-	2997
8394	chr2L	21146207	21146244	-	73
8395	chr2L	21146991	21147018	-	52
8396	chr2L	21147407	21147464	-	65
8397	chr2L	21147846	21147947	-	329
8398	chr2L	21148376	21148439	-	1612
8399	chr2L	21148510	21148607	-	1112
8400	chr2L	21154808	21154989	-	323
8401	chr2L	21155065	21155114	-	65
8402	chr2L	21155724	21155750	-	51
8403	chr2L	21155795	21155974	-	2123
8404	chr2L	21156135	21156317	-	6079
8405	chr2L	21157914	21157966	-	78
8406	chr2L	21158566	21158660	-	504
8407	chr2L	21163025	21163147	-	858
8408	chr2L	21165645	21165672	-	142
8409	chr2L	21166509	21166655	-	1795
8410	chr2L	21166719	21166874	-	7193
8411	chr2L	21167230	21167264	-	135
8412	chr2L	21167370	21167391	-	53
8413	chr2L	21169401	21169469	-	562
8414	chr2L	21170658	21170751	-	106
8415	chr2L	21171146	21171158	-	64
8416	chr2L	21176089	21176150	-	80
8417	chr2L	21176280	21176326	-	136
8418	chr2L	21176530	21176646	-	628
8419	chr2L	21178335	21178436	-	1349
8420	chr2L	21179628	21179703	-	723
8421	chr2L	21199432	21199559	-	125
8422	chr2L	21199690	21199692	-	62
8423	chr2L	21200021	21200099	-	385
8424	chr2L	21200153	21200420	-	25950
8425	chr2L	21201692	21201930	-	2397
8426	chr2L	21201972	21202105	-	345
8427	chr2L	21202440	21202626	-	3115
8428	chr2L	21202681	21202876	-	210165
8429	chr2L	21204772	21204861	-	641
8430	chr2L	21215173	21215178	-	79
8431	chr2L	21216887	21216942	-	61
8432	chr2L	21217102	21217141	-	53
8433	chr2L	21217196	21217219	-	52
8434	chr2L	21217269	21217344	-	417
8435	chr2L	21218478	21218597	-	402
8436	chr2L	21220487	21220610	-	1180
8437	chr2L	21222735	21222795	-	300
8438	chr2L	21232498	21232547	-	341
8439	chr2L	21246606	21246645	-	381
8440	chr2L	21255771	21255989	-	5804
8441	chr2L	21279100	21279127	-	193
8442	chr2L	21280138	21280183	-	261
8443	chr2L	21284197	21284224	-	69
8444	chr2L	21290919	21290978	-	464
8445	chr2L	21309090	21309094	-	100
8446	chr2L	21309485	21309486	-	162
8447	chr2L	21309541	21309598	-	244
8448	chr2L	21309935	21310059	-	832
8449	chr2L	21320026	21320045	-	63
8450	chr2L	21320132	21320187	-	401
8451	chr2L	21320266	21320333	-	113
8452	chr2L	21330398	21330456	-	157
8453	chr2L	21333738	21333799	-	125
8454	chr2L	21336224	21336305	-	492
8455	chr2L	21368191	21368192	-	55
8456	chr2L	21369869	21369870	-	62
8457	chr2L	21389354	21389403	-	140
8458	chr2L	21390268	21390297	-	107
8459	chr2L	21398601	21398686	-	1046
8460	chr2L	21404000	21404001	-	261
8461	chr2L	21537686	21537729	-	182
8462	chr2L	21540966	21540967	-	148
8463	chr2L	21577629	21577742	-	2579
8464	chr2L	21588497	21588523	-	51
8465	chr2L	21588706	21588826	-	1105
8466	chr2L	21618222	21618318	-	255
8467	chr2L	21618453	21618501	-	212
8468	chr2L	21618771	21618772	-	252
8469	chr2L	21619653	21619683	-	70
8470	chr2L	21623471	21623625	-	3827
8471	chr2L	21627782	21627836	-	635
8472	chr2L	21628259	21628331	-	549
8473	chr2L	21629924	21629930	-	1051
8474	chr2L	21645870	21646074	-	2951
8475	chr2L	21646739	21646805	-	223
8476	chr2L	21660261	21660312	-	114
8477	chr2L	21669748	21669806	-	146
8478	chr2L	21670563	21670748	-	861
8479	chr2L	21671485	21671583	-	1174
8480	chr2L	21672686	21672718	-	63
8481	chr2L	21677541	21677585	-	172
8482	chr2L	21678728	21678764	-	58
8483	chr2L	21679713	21679714	-	63
8484	chr2L	21680169	21680172	-	101
8485	chr2L	21681416	21681567	-	208
8486	chr2L	21682051	21682216	-	26877
8487	chr2L	21713519	21713572	-	90
8488	chr2L	21724439	21724525	-	553
8489	chr2L	21743321	21743361	-	146
8490	chr2L	21746958	21746985	-	65
8491	chr2L	21748879	21748901	-	179
8492	chr2L	21749172	21749185	-	52
8493	chr2L	21753720	21753721	-	301
8494	chr2L	21757350	21757471	-	5176
8495	chr2L	21772992	21773083	-	690
8496	chr2L	21773141	21773163	-	84
8497	chr2L	21773310	21773372	-	51
8498	chr2L	21782624	21782651	-	141
8499	chr2L	21783172	21783211	-	119
8500	chr2L	21784024	21784114	-	407
8501	chr2L	21784645	21784685	-	61
8502	chr2L	21799009	21799258	-	1887
8503	chr2L	21799593	21799733	-	1358
8504	chr2L	21805645	21805690	-	65
8505	chr2L	21808670	21808721	-	87
8506	chr2L	21812168	21812265	-	157
8507	chr2L	21825005	21825061	-	101
8508	chr2L	21847735	21847823	-	246
8509	chr2L	21867818	21867861	-	192
8510	chr2L	21871811	21871815	-	96
8511	chr2L	21872894	21872987	-	455
8512	chr2L	21876452	21876487	-	334
8513	chr2L	21890302	21890303	-	163
8514	chr2L	21898269	21898357	-	1603
8515	chr2L	21906708	21906732	-	58
8516	chr2L	21915311	21915396	-	1166
8517	chr2L	21936802	21936829	-	196
8518	chr2L	21945062	21945134	-	146
8519	chr2L	21960037	21960050	-	93
8520	chr2L	21960173	21960240	-	208
8521	chr2L	21960286	21960294	-	56
8522	chr2L	21965488	21965558	-	356
8523	chr2L	21968233	21968282	-	147
8524	chr2L	21977999	21978042	-	164
8525	chr2L	21992193	21992211	-	101
8526	chr2L	21992407	21992408	-	59
8527	chr2L	21992589	21992613	-	75
8528	chr2L	21992828	21993021	-	8415
8529	chr2L	22005308	22005319	-	83
8530	chr2L	22005401	22005627	-	6832
8531	chr2L	22014955	22014999	-	203
8532	chr2L	22020302	22020381	-	55
8533	chr2L	22030091	22030092	-	59
8534	chr2L	22041108	22041136	-	89
8535	chr2L	22042091	22042205	-	2054
8536	chr2L	22043524	22043570	-	158
8537	chr2L	22043670	22043723	-	101
8538	chr2L	22043774	22043969	-	6652
8539	chr2L	22054236	22054341	-	5260
8540	chr2L	22056077	22056118	-	183
8541	chr2L	22065283	22065413	-	9579
8542	chr2L	22094142	22094175	-	241
8543	chr2L	22104361	22104423	-	871
8544	chr2L	22105229	22105428	-	1386
8545	chr2L	22105472	22105593	-	335593
8546	chr2L	22105959	22106056	-	215
8547	chr2L	22107263	22107369	-	9473
8548	chr2L	22116622	22116816	-	4265
8549	chr2L	22122365	22122525	-	1403
