cluster	chr	start	end	strand	nr_ctss	dominant_ctss	tpm	tpm.dominant_ctss	q_0.1	q_0.9	interquantile_width
14379	chr2R	24030437	24030560	+	77	24030555	718	136	24030483	24030555	73
14380	chr2R	24034072	24034088	+	6	24034080	28	17	24034078	24034082	5
14381	chr2R	24034842	24034844	+	2	24034844	19	12	24034843	24034844	2
14382	chr2R	24036612	24036715	+	52	24036707	4141	1829	24036685	24036708	24
14383	chr2R	24038046	24038060	+	5	24038060	34	12	24038047	24038060	14
14384	chr2R	24044372	24044461	+	21	24044458	367	109	24044416	24044458	43
14385	chr2R	24052868	24053035	+	17	24053035	44	7	24052929	24053035	107
14386	chr2R	24058681	24058686	+	3	24058686	91	52	24058682	24058686	5
14387	chr2R	24059027	24059050	+	3	24059048	6	3	24059028	24059050	23
14388	chr2R	24059094	24059133	+	19	24059125	121	16	24059113	24059131	19
14389	chr2R	24059204	24059485	+	256	24059474	26754	2486	24059326	24059480	155
14390	chr2R	24060680	24060682	+	2	24060681	12	8	24060681	24060682	2
14391	chr2R	24060884	24060901	+	5	24060887	40	15	24060885	24060891	7
14392	chr2R	24060959	24060994	+	14	24060993	288	59	24060970	24060993	24
14393	chr2R	24061161	24061423	+	196	24061413	26765	8968	24061304	24061413	110
14394	chr2R	24063368	24063421	+	3	24063421	19	13	24063369	24063421	53
14395	chr2R	24065006	24065090	+	13	24065007	59	9	24065007	24065090	84
14396	chr2R	24065193	24065409	+	132	24065405	3639	1216	24065265	24065405	141
14397	chr2R	24069767	24069787	+	2	24069768	11	9	24069768	24069787	20
14398	chr2R	24070463	24070484	+	4	24070468	38	14	24070464	24070468	5
14399	chr2R	24070656	24070767	+	31	24070660	364	93	24070660	24070765	106
14400	chr2R	24073263	24073268	+	2	24073264	27	16	24073264	24073268	5
14401	chr2R	24073310	24073477	+	125	24073472	2731	192	24073376	24073472	97
14402	chr2R	24073541	24073552	+	3	24073552	50	34	24073544	24073552	9
14403	chr2R	24075296	24075338	+	3	24075297	32	12	24075297	24075338	42
14404	chr2R	24075479	24075698	+	97	24075691	8143	2995	24075632	24075691	60
14405	chr2R	24075835	24075957	+	44	24075940	1711	334	24075867	24075941	75
14406	chr2R	24081115	24081120	+	2	24081116	20	10	24081116	24081120	5
14407	chr2R	24081161	24081463	+	197	24081440	15238	4384	24081283	24081440	158
14408	chr2R	24086289	24086291	+	2	24086291	71	52	24086290	24086291	2
14409	chr2R	24086650	24086658	+	3	24086651	8	3	24086651	24086658	8
14410	chr2R	24088121	24088131	+	3	24088125	6	3	24088122	24088131	10
14411	chr2R	24088608	24088636	+	13	24088610	207	77	24088610	24088636	27
14412	chr2R	24088698	24088705	+	2	24088699	12	10	24088699	24088705	7
14413	chr2R	24088777	24088785	+	4	24088783	85	62	24088783	24088785	3
14414	chr2R	24089394	24089518	+	32	24089512	246	127	24089491	24089512	22
14415	chr2R	24090331	24090335	+	2	24090332	5	4	24090332	24090335	4
14416	chr2R	24090462	24090495	+	2	24090495	5	3	24090463	24090495	33
14417	chr2R	24090606	24090710	+	10	24090683	111	40	24090637	24090686	50
14418	chr2R	24091711	24091713	+	2	24091713	3	2	24091712	24091713	2
14419	chr2R	24091753	24092020	+	127	24092018	1226	252	24091855	24092018	164
14420	chr2R	24100847	24100857	+	2	24100848	4	3	24100848	24100857	10
14421	chr2R	24101425	24101429	+	3	24101426	50	29	24101426	24101427	2
14422	chr2R	24101699	24101701	+	2	24101701	18	10	24101700	24101701	2
14423	chr2R	24102865	24102867	+	2	24102867	11	7	24102866	24102867	2
14424	chr2R	24103052	24103057	+	2	24103057	5	3	24103053	24103057	5
14425	chr2R	24104906	24104919	+	2	24104919	5	3	24104907	24104919	13
14426	chr2R	24106978	24107034	+	20	24107032	241	157	24107019	24107032	14
14427	chr2R	24116314	24116378	+	28	24116359	100	20	24116322	24116378	57
14428	chr2R	24126621	24126650	+	7	24126626	47	16	24126626	24126642	17
14429	chr2R	24126752	24126754	+	2	24126753	2	1	24126753	24126754	2
14430	chr2R	24131783	24131788	+	5	24131784	15	11	24131784	24131787	4
14431	chr2R	24135019	24135239	+	40	24135189	183	47	24135028	24135211	184
14432	chr2R	24135395	24135405	+	3	24135399	20	14	24135399	24135405	7
14433	chr2R	24139192	24139202	+	2	24139193	6	5	24139193	24139202	10
14434	chr2R	24154848	24154850	+	2	24154850	24	13	24154849	24154850	2
14435	chr2R	24157672	24157764	+	35	24157762	1459	269	24157744	24157762	19
14436	chr2R	24159550	24159575	+	4	24159572	62	28	24159567	24159575	9
14437	chr2R	24160789	24160818	+	3	24160812	58	37	24160812	24160818	7
14438	chr2R	24161300	24161310	+	10	24161305	45	10	24161301	24161309	9
14439	chr2R	24161395	24161504	+	82	24161492	1063	222	24161419	24161498	80
14440	chr2R	24163465	24163489	+	4	24163489	17	10	24163474	24163489	16
14441	chr2R	24173488	24173497	+	2	24173489	4	2	24173489	24173497	9
14442	chr2R	24173560	24173672	+	23	24173614	1527	1274	24173614	24173614	1
14443	chr2R	24175034	24175044	+	6	24175035	182	87	24175035	24175039	5
14444	chr2R	24176803	24176831	+	4	24176831	74	50	24176804	24176831	28
14445	chr2R	24176906	24177051	+	60	24177040	1388	317	24176937	24177040	104
14446	chr2R	24177136	24177288	+	45	24177282	726	306	24177165	24177282	118
14447	chr2R	24185721	24185725	+	2	24185722	29	17	24185722	24185725	4
14448	chr2R	24186323	24186343	+	2	24186343	75	73	24186343	24186343	1
14449	chr2R	24191614	24191632	+	5	24191625	29	11	24191622	24191629	8
14450	chr2R	24193743	24193745	+	2	24193745	35	21	24193744	24193745	2
14451	chr2R	24195097	24195294	+	61	24195286	270	26	24195147	24195288	142
14452	chr2R	24195348	24195386	+	14	24195384	63	29	24195360	24195384	25
14453	chr2R	24196883	24196888	+	2	24196888	4	3	24196884	24196888	5
14454	chr2R	24196949	24197035	+	24	24197027	204	142	24197012	24197030	19
14455	chr2R	24197183	24197207	+	2	24197184	4	3	24197184	24197207	24
14456	chr2R	24197844	24197848	+	2	24197845	45	33	24197845	24197848	4
14457	chr2R	24198074	24198086	+	2	24198075	22	16	24198075	24198086	12
14458	chr2R	24201859	24201999	+	18	24201897	284	169	24201897	24201969	73
14459	chr2R	24202043	24202204	+	94	24202187	1353	360	24202080	24202202	123
14460	chr2R	24223629	24223644	+	4	24223630	8	3	24223630	24223644	15
14461	chr2R	24225794	24225796	+	2	24225796	13	12	24225796	24225796	1
14462	chr2R	24239895	24239924	+	3	24239901	3	1	24239896	24239924	29
14463	chr2R	24244651	24244681	+	9	24244681	36	12	24244657	24244681	25
14464	chr2R	24254473	24254585	+	6	24254512	19	6	24254474	24254585	112
14465	chr2R	24255082	24255094	+	5	24255087	29	12	24255087	24255094	8
14466	chr2R	24258162	24258369	+	116	24258320	7148	1324	24258235	24258356	122
14467	chr2R	24260599	24260609	+	2	24260600	2	1	24260600	24260609	10
14468	chr2R	24260832	24260836	+	2	24260836	31	21	24260833	24260836	4
14469	chr2R	24264344	24264345	+	1	24264345	91	91	24264345	24264345	1
14470	chr2R	24264507	24264514	+	3	24264511	46	24	24264508	24264514	7
14471	chr2R	24264613	24264761	+	44	24264752	3007	1292	24264713	24264758	46
14472	chr2R	24265212	24265215	+	2	24265213	85	75	24265213	24265215	3
14473	chr2R	24269294	24269302	+	5	24269302	36	16	24269298	24269302	5
14474	chr2R	24273632	24273663	+	4	24273660	6	2	24273633	24273663	31
14475	chr2R	24273724	24273742	+	3	24273742	7	4	24273725	24273742	18
14476	chr2R	24278713	24278715	+	2	24278715	10	7	24278714	24278715	2
14477	chr2R	24289859	24289914	+	14	24289900	656	325	24289896	24289911	16
14478	chr2R	24290341	24290413	+	45	24290408	2400	752	24290365	24290408	44
14479	chr2R	24290478	24290604	+	16	24290511	313	102	24290497	24290599	103
14480	chr2R	24290713	24290777	+	9	24290772	96	25	24290714	24290777	64
14481	chr2R	24291083	24291084	+	1	24291084	123	123	24291084	24291084	1
14482	chr2R	24292904	24292909	+	2	24292909	6	4	24292905	24292909	5
14483	chr2R	24297791	24297877	+	7	24297832	75	13	24297792	24297868	77
14484	chr2R	24297937	24298136	+	124	24298111	6919	1363	24298022	24298120	99
14485	chr2R	24306321	24306335	+	3	24306326	39	18	24306322	24306335	14
14486	chr2R	24312805	24313103	+	176	24313099	6905	1574	24312975	24313099	125
14487	chr2R	24321248	24321252	+	2	24321252	7	4	24321249	24321252	4
14488	chr2R	24321342	24321344	+	2	24321344	8	5	24321343	24321344	2
14489	chr2R	24329855	24329889	+	3	24329857	6	3	24329856	24329889	34
14490	chr2R	24330272	24330321	+	5	24330321	14	5	24330277	24330321	45
14491	chr2R	24366233	24366237	+	2	24366237	4	3	24366234	24366237	4
14492	chr2R	24376441	24376476	+	10	24376473	103	75	24376465	24376473	9
14493	chr2R	24388400	24388412	+	3	24388407	3	1	24388401	24388412	12
14494	chr2R	24388455	24388505	+	3	24388456	5	2	24388456	24388505	50
14495	chr2R	24403173	24403176	+	2	24403174	23	15	24403174	24403176	3
14496	chr2R	24404140	24404201	+	9	24404195	114	29	24404150	24404195	46
14497	chr2R	24404320	24404532	+	94	24404521	3516	681	24404381	24404530	150
14498	chr2R	24414248	24414304	+	8	24414300	41	19	24414252	24414300	49
14499	chr2R	24415284	24415298	+	4	24415295	159	95	24415294	24415295	2
14500	chr2R	24421960	24422122	+	24	24422122	171	45	24421991	24422122	132
14501	chr2R	24427101	24427103	+	2	24427102	2	1	24427102	24427103	2
14502	chr2R	24432925	24432929	+	3	24432929	9	5	24432926	24432929	4
14503	chr2R	24446454	24446915	+	206	24446839	23390	3050	24446745	24446839	95
14504	chr2R	24447069	24447070	+	1	24447070	66	66	24447070	24447070	1
14505	chr2R	24450822	24450833	+	2	24450823	4	2	24450823	24450833	11
14506	chr2R	24457863	24457912	+	6	24457878	40	16	24457871	24457879	9
14507	chr2R	24457966	24458049	+	29	24458045	249	72	24458003	24458048	46
14508	chr2R	24473922	24474253	+	186	24474226	21010	3969	24474101	24474228	128
14509	chr2R	24475104	24475263	+	84	24475261	7819	1983	24475185	24475261	77
14510	chr2R	24475727	24476039	+	147	24476032	13708	6175	24475907	24476032	126
14511	chr2R	24477711	24477716	+	2	24477712	2	1	24477712	24477716	5
14512	chr2R	24484739	24484776	+	2	24484776	3	2	24484740	24484776	37
14513	chr2R	24485405	24485407	+	2	24485406	4	2	24485406	24485407	2
14514	chr2R	24489810	24489815	+	3	24489813	10	5	24489811	24489813	3
14515	chr2R	24490563	24490565	+	2	24490564	8	4	24490564	24490565	2
14516	chr2R	24495294	24495316	+	4	24495298	134	75	24495295	24495316	22
14517	chr2R	24496800	24497037	+	113	24497027	7578	1155	24496963	24497027	65
14518	chr2R	24498560	24498673	+	48	24498670	3404	770	24498637	24498670	34
14519	chr2R	24504460	24504505	+	15	24504482	36	5	24504462	24504505	44
14520	chr2R	24506987	24507020	+	3	24506988	36	18	24506988	24507020	33
14521	chr2R	24507515	24507741	+	124	24507738	13811	2404	24507672	24507738	67
14522	chr2R	24519208	24519215	+	3	24519209	8	6	24519209	24519215	7
14523	chr2R	24527334	24527339	+	2	24527339	14	12	24527335	24527339	5
14524	chr2R	24527442	24527497	+	11	24527488	33	8	24527444	24527497	54
14525	chr2R	24527844	24527865	+	14	24527862	41	9	24527846	24527863	18
14526	chr2R	24528230	24528247	+	2	24528231	14	11	24528231	24528247	17
14527	chr2R	24529099	24529103	+	2	24529103	6	5	24529100	24529103	4
14528	chr2R	24529459	24529548	+	24	24529546	90	41	24529469	24529546	78
14529	chr2R	24532606	24532723	+	23	24532716	810	355	24532639	24532721	83
14530	chr2R	24533197	24533205	+	3	24533198	48	18	24533198	24533205	8
14531	chr2R	24533251	24533419	+	68	24533391	4599	1886	24533298	24533391	94
14532	chr2R	24557357	24557359	+	2	24557359	81	57	24557358	24557359	2
14533	chr2R	24558256	24558259	+	3	24558258	26	11	24558257	24558259	3
14534	chr2R	24558320	24558353	+	7	24558343	419	319	24558343	24558353	11
14535	chr2R	24558418	24558422	+	4	24558419	18	5	24558419	24558422	4
14536	chr2R	24558561	24558589	+	10	24558580	214	78	24558569	24558580	12
14537	chr2R	24558914	24558950	+	6	24558950	129	85	24558916	24558950	35
14538	chr2R	24563609	24563619	+	2	24563619	13	10	24563610	24563619	10
14539	chr2R	24563759	24563850	+	33	24563832	380	37	24563791	24563848	58
14540	chr2R	24563902	24564021	+	45	24563926	1683	662	24563925	24563996	72
14541	chr2R	24564827	24565073	+	126	24565058	3984	1528	24564990	24565059	70
14542	chr2R	24566694	24566700	+	3	24566700	69	62	24566699	24566700	2
14543	chr2R	24568025	24568082	+	6	24568065	70	38	24568064	24568082	19
14544	chr2R	24574349	24574506	+	31	24574503	123	50	24574440	24574503	64
14545	chr2R	24574795	24574797	+	2	24574797	8	6	24574796	24574797	2
14546	chr2R	24577405	24577425	+	2	24577425	8	5	24577406	24577425	20
14547	chr2R	24577548	24577678	+	30	24577676	248	43	24577558	24577676	119
14548	chr2R	24578294	24578296	+	2	24578295	5	4	24578295	24578296	2
14549	chr2R	24580787	24580799	+	4	24580788	12	6	24580788	24580796	9
14550	chr2R	24581870	24581901	+	12	24581898	229	129	24581874	24581898	25
14551	chr2R	24597859	24597870	+	6	24597860	191	91	24597860	24597870	11
14552	chr2R	24601972	24601983	+	3	24601973	9	4	24601973	24601983	11
14553	chr2R	24602342	24602367	+	6	24602367	47	18	24602362	24602367	6
14554	chr2R	24603203	24603500	+	234	24603465	34610	17131	24603340	24603465	126
14555	chr2R	24604525	24604673	+	69	24604670	843	218	24604602	24604670	69
14556	chr2R	24608704	24608793	+	9	24608788	15	4	24608705	24608788	84
14557	chr2R	24608943	24608973	+	2	24608973	38	35	24608973	24608973	1
14558	chr2R	24609031	24609036	+	2	24609032	28	21	24609032	24609036	5
14559	chr2R	24609095	24609293	+	137	24609170	3105	280	24609168	24609290	123
14560	chr2R	24609355	24609371	+	13	24609362	1569	1292	24609359	24609362	4
14561	chr2R	24609811	24609828	+	5	24609825	139	70	24609821	24609825	5
14562	chr2R	24610038	24610048	+	2	24610048	7	5	24610039	24610048	10
14563	chr2R	24610241	24610273	+	7	24610273	83	30	24610243	24610273	31
14564	chr2R	24610410	24610653	+	38	24610556	311	90	24610526	24610591	66
14565	chr2R	24610724	24610950	+	57	24610944	1086	398	24610787	24610944	158
14566	chr2R	24613421	24613437	+	3	24613428	24	14	24613422	24613437	16
14567	chr2R	24613875	24613909	+	9	24613906	73	50	24613899	24613906	8
14568	chr2R	24621890	24621919	+	3	24621893	22	9	24621891	24621919	29
14569	chr2R	24621988	24622012	+	3	24622012	13	10	24621991	24622012	22
14570	chr2R	24632896	24632927	+	11	24632923	106	57	24632921	24632927	7
14571	chr2R	24634832	24634870	+	6	24634834	307	180	24634834	24634869	36
14572	chr2R	24635263	24635273	+	5	24635264	129	46	24635264	24635272	9
14573	chr2R	24662389	24662415	+	13	24662406	353	113	24662400	24662413	14
14574	chr2R	24665163	24665188	+	10	24665185	135	28	24665164	24665185	22
14575	chr2R	24665246	24665457	+	111	24665431	7948	2045	24665339	24665438	100
14576	chr2R	24669512	24669652	+	66	24669567	295	43	24669544	24669639	96
14577	chr2R	24670443	24671040	+	327	24670686	32555	5103	24670606	24670981	376
14578	chr2R	24671099	24671307	+	188	24671305	49990	7115	24671172	24671305	134
14579	chr2R	24746471	24746493	+	3	24746493	44	27	24746472	24746493	22
14580	chr2R	24746550	24746607	+	8	24746596	402	237	24746580	24746602	23
14581	chr2R	24755403	24755409	+	3	24755404	14	5	24755404	24755409	6
14582	chr2R	24756157	24756186	+	3	24756186	4	2	24756158	24756186	29
14583	chr2R	24756895	24756901	+	6	24756896	39	12	24756896	24756901	6
14584	chr2R	24756969	24757008	+	8	24756976	64	35	24756975	24757008	34
14585	chr2R	24762531	24762550	+	2	24762550	14	12	24762532	24762550	19
14586	chr2R	24762603	24762608	+	3	24762605	34	24	24762604	24762605	2
14587	chr2R	24766321	24766355	+	4	24766342	9	4	24766322	24766355	34
14588	chr2R	24766423	24766569	+	88	24766546	1623	514	24766467	24766547	81
14589	chr2R	24766614	24766620	+	3	24766620	8	5	24766615	24766620	6
14590	chr2R	24766691	24766781	+	31	24766750	435	146	24766720	24766750	31
14591	chr2R	24779947	24779987	+	2	24779987	9	8	24779948	24779987	40
14592	chr2R	24781776	24781782	+	6	24781780	155	56	24781778	24781782	5
14593	chr2R	24785487	24785506	+	5	24785498	85	55	24785497	24785506	10
14594	chr2R	24788095	24788111	+	4	24788111	31	10	24788096	24788111	16
14595	chr2R	24791025	24791051	+	6	24791047	420	162	24791026	24791051	26
14596	chr2R	24797644	24797665	+	2	24797645	3	2	24797645	24797665	21
14597	chr2R	24798802	24798809	+	2	24798809	8	7	24798803	24798809	7
14598	chr2R	24799062	24799103	+	5	24799097	105	32	24799063	24799103	41
14599	chr2R	24799238	24799241	+	2	24799241	9	5	24799239	24799241	3
14600	chr2R	24799349	24799371	+	9	24799350	83	17	24799350	24799371	22
14601	chr2R	24799527	24799569	+	14	24799562	485	320	24799555	24799564	10
14602	chr2R	24799778	24799805	+	6	24799784	76	20	24799779	24799805	27
14603	chr2R	24799850	24799956	+	57	24799951	2675	503	24799893	24799951	59
14604	chr2R	24800641	24800644	+	2	24800644	13	11	24800642	24800644	3
14605	chr2R	24800695	24800701	+	3	24800696	13	7	24800696	24800701	6
14606	chr2R	24800784	24800787	+	3	24800786	150	88	24800785	24800786	2
14607	chr2R	24807938	24807940	+	2	24807940	3	2	24807939	24807940	2
14608	chr2R	24809857	24809967	+	23	24809919	564	75	24809860	24809962	103
14609	chr2R	24810018	24810121	+	71	24810102	5921	1634	24810063	24810109	47
14610	chr2R	24834434	24834438	+	2	24834435	2	1	24834435	24834438	4
14611	chr2R	24834506	24834552	+	6	24834551	27	11	24834507	24834551	45
14612	chr2R	24842448	24842471	+	4	24842449	7	3	24842449	24842471	23
14613	chr2R	24856601	24856615	+	4	24856610	38	31	24856602	24856610	9
14614	chr2R	24859797	24859806	+	3	24859798	61	27	24859798	24859806	9
14615	chr2R	24860040	24860041	+	1	24860041	60	60	24860041	24860041	1
14616	chr2R	24860168	24860177	+	4	24860175	354	202	24860174	24860175	2
14617	chr2R	24860478	24860493	+	4	24860481	95	57	24860480	24860481	2
14618	chr2R	24868627	24868644	+	5	24868637	38	17	24868633	24868644	12
14619	chr2R	24870852	24870854	+	2	24870853	26	18	24870853	24870854	2
14620	chr2R	24871273	24871381	+	10	24871337	88	13	24871313	24871381	69
14621	chr2R	24871427	24871514	+	25	24871496	891	311	24871471	24871514	44
14622	chr2R	24874096	24874155	+	11	24874133	18	4	24874097	24874154	58
14623	chr2R	24880271	24880299	+	4	24880288	5	2	24880272	24880299	28
14624	chr2R	24880547	24880606	+	3	24880582	11	6	24880548	24880606	59
14625	chr2R	24883912	24883937	+	2	24883913	24	18	24883913	24883937	25
14626	chr2R	24884086	24884099	+	4	24884099	118	72	24884088	24884099	12
14627	chr2R	24884228	24884230	+	2	24884230	12	10	24884229	24884230	2
14628	chr2R	24884382	24884391	+	6	24884387	67	39	24884387	24884391	5
14629	chr2R	24886079	24886102	+	3	24886080	28	18	24886080	24886082	3
14630	chr2R	24886917	24886942	+	3	24886942	92	58	24886940	24886942	3
14631	chr2R	24888462	24888496	+	13	24888489	118	29	24888485	24888494	10
14632	chr2R	24888539	24888638	+	38	24888615	220	47	24888565	24888631	67
14633	chr2R	24892271	24892299	+	5	24892284	124	41	24892284	24892299	16
14634	chr2R	24892419	24892421	+	2	24892420	27	22	24892420	24892421	2
14635	chr2R	24892511	24892548	+	4	24892512	9	5	24892512	24892548	37
14636	chr2R	24895040	24895049	+	3	24895049	64	41	24895041	24895049	9
14637	chr2R	24900651	24900723	+	10	24900718	24	10	24900670	24900721	52
14638	chr2R	24905505	24905529	+	6	24905515	69	33	24905507	24905516	10
14639	chr2R	24905576	24905594	+	3	24905593	27	11	24905577	24905594	18
14640	chr2R	24912716	24912769	+	8	24912754	15	3	24912718	24912769	52
14641	chr2R	24918467	24918579	+	11	24918468	23	4	24918468	24918570	103
14642	chr2R	24920247	24920265	+	2	24920248	7	6	24920248	24920265	18
14643	chr2R	24921357	24921362	+	2	24921358	23	17	24921358	24921362	5
14644	chr2R	24930163	24930167	+	2	24930164	3	2	24930164	24930167	4
14645	chr2R	24930524	24930542	+	5	24930529	232	138	24930525	24930531	7
14646	chr2R	24938452	24938487	+	3	24938486	35	24	24938453	24938487	35
14647	chr2R	24939398	24939402	+	2	24939399	21	15	24939399	24939402	4
14648	chr2R	24939540	24939799	+	121	24939769	5381	550	24939685	24939788	104
14649	chr2R	24944908	24944964	+	6	24944910	13	3	24944909	24944964	56
14650	chr2R	24946512	24946556	+	5	24946556	66	21	24946513	24946556	44
14651	chr2R	24946606	24946640	+	13	24946636	768	171	24946609	24946636	28
14652	chr2R	24948774	24948783	+	5	24948779	101	53	24948775	24948783	9
14653	chr2R	24952113	24952116	+	2	24952114	21	14	24952114	24952116	3
14654	chr2R	24952827	24952834	+	3	24952833	10	7	24952833	24952834	2
14655	chr2R	24953389	24953395	+	3	24953394	7	3	24953390	24953395	6
14656	chr2R	24953538	24953604	+	8	24953567	37	16	24953562	24953603	42
14657	chr2R	24953658	24953693	+	3	24953671	6	3	24953659	24953693	35
14658	chr2R	24954106	24954158	+	4	24954107	13	6	24954107	24954158	52
14659	chr2R	24954473	24954475	+	2	24954475	4	3	24954474	24954475	2
14660	chr2R	24955627	24955642	+	2	24955642	3	2	24955628	24955642	15
14661	chr2R	24965276	24965282	+	3	24965282	41	25	24965277	24965282	6
14662	chr2R	24970472	24970549	+	29	24970549	103	9	24970490	24970548	59
14663	chr2R	24970617	24970890	+	171	24970855	3328	774	24970756	24970860	105
14664	chr2R	24974780	24974781	+	1	24974781	70	70	24974781	24974781	1
14665	chr2R	24975762	24975763	+	1	24975763	121	121	24975763	24975763	1
14666	chr2R	24975894	24975909	+	4	24975909	82	56	24975896	24975909	14
14667	chr2R	24975959	24975964	+	3	24975964	120	108	24975964	24975964	1
14668	chr2R	24984538	24984545	+	3	24984540	28	15	24984539	24984540	2
14669	chr2R	24986582	24986621	+	2	24986583	18	11	24986583	24986621	39
14670	chr2R	24989913	24989921	+	3	24989921	14	8	24989920	24989921	2
14671	chr2R	24990442	24990491	+	22	24990482	183	46	24990465	24990489	25
14672	chr2R	25028062	25028064	+	2	25028063	27	15	25028063	25028064	2
14673	chr2R	25028475	25028484	+	4	25028484	49	15	25028476	25028484	9
14674	chr2R	25028560	25028724	+	51	25028662	1933	539	25028627	25028662	36
14675	chr2R	25029450	25029452	+	2	25029452	29	17	25029451	25029452	2
14676	chr2R	25029495	25029510	+	6	25029496	162	93	25029496	25029503	8
14677	chr2R	25029611	25029685	+	7	25029643	50	13	25029612	25029685	74
14678	chr2R	25030043	25030086	+	10	25030086	290	110	25030065	25030086	22
14679	chr2R	25038000	25038030	+	4	25038001	8	5	25038001	25038030	30
14680	chr2R	25055472	25055479	+	2	25055479	8	6	25055473	25055479	7
14681	chr2R	25058292	25058332	+	2	25058332	29	23	25058293	25058332	40
14682	chr2R	25058512	25058520	+	2	25058520	22	19	25058513	25058520	8
14683	chr2R	25086584	25086596	+	7	25086592	185	42	25086585	25086594	10
14684	chr2R	25094213	25094214	+	1	25094214	67	67	25094214	25094214	1
14685	chr2R	25099636	25099643	+	3	25099638	50	23	25099637	25099643	7
14686	chr2R	25100542	25100545	+	2	25100545	8	7	25100543	25100545	3
14687	chr2R	25101028	25101034	+	2	25101029	4	2	25101029	25101034	6
14688	chr2R	25129509	25129919	+	276	25129869	654049	216836	25129789	25129869	81
14689	chr2R	25131939	25131941	+	2	25131941	57	53	25131941	25131941	1
14690	chr2R	25131986	25132157	+	40	25132064	616	187	25132057	25132128	72
14691	chr2R	25132840	25132876	+	5	25132876	112	95	25132875	25132876	2
14692	chr2R	25169777	25169785	+	5	25169785	19	9	25169778	25169785	8
14693	chr2R	25207429	25207437	+	3	25207431	41	30	25207431	25207437	7
14694	chr2R	25228941	25228983	+	4	25228983	10	7	25228949	25228983	35
14695	chr2R	25229175	25229237	+	11	25229195	39	9	25229195	25229231	37
14696	chr2R	25233525	25233530	+	2	25233530	7	4	25233526	25233530	5
14697	chr2R	25246703	25246705	+	2	25246705	52	40	25246704	25246705	2
14698	chr2R	25246885	25246890	+	3	25246887	1039	804	25246887	25246890	4
14699	chr2R	25247112	25247206	+	7	25247151	388	176	25247151	25247166	16
14700	chr2R	25247389	25247586	+	102	25247579	7776	1531	25247491	25247584	94
14701	chr2R	25250867	25250873	+	2	25250873	5	4	25250868	25250873	6
14702	chr2R	25253842	25253872	+	8	25253848	317	178	25253847	25253848	2
14703	chr2R	25253926	25253931	+	3	25253927	4	2	25253927	25253931	5
14704	chr2R	25254013	25254118	+	9	25254115	54	39	25254079	25254117	39
14705	chr2R	25254316	25254589	+	182	25254579	1447	181	25254421	25254579	159
14706	chr2R	25254694	25254706	+	2	25254695	11	10	25254695	25254695	1
14707	chr2R	25254810	25254820	+	3	25254820	65	36	25254811	25254820	10
14708	chr2R	25255151	25255156	+	2	25255152	67	48	25255152	25255156	5
14709	chr2R	25255250	25255252	+	2	25255252	42	27	25255251	25255252	2
14710	chr2R	25255368	25255379	+	2	25255369	26	16	25255369	25255379	11
14711	chr2R	25256731	25256742	+	2	25256742	17	11	25256732	25256742	11
14712	chr2R	25257011	25257013	+	2	25257012	48	32	25257012	25257013	2
14713	chr2R	25276007	25276026	+	3	25276026	92	70	25276008	25276026	19
14714	chr2R	25283210	25283271	+	9	25283269	216	112	25283239	25283269	31
14715	chr2R	98011	98113	-	46	98013	4585	1408	98013	98067	55
14716	chr2R	527914	528149	-	66	527924	4328	1793	527918	528045	128
14717	chr2R	528217	528229	-	2	528229	22	12	528218	528229	12
14718	chr2R	549181	549247	-	25	549207	204	38	549188	549219	32
14719	chr2R	549387	549391	-	2	549391	12	11	549391	549391	1
14720	chr2R	549450	549463	-	5	549458	21	13	549451	549463	13
14721	chr2R	549855	549915	-	6	549856	157	85	549856	549895	40
14722	chr2R	549965	549983	-	3	549983	13	10	549966	549983	18
14723	chr2R	576440	576503	-	11	576479	294	98	576465	576496	32
14724	chr2R	576583	576592	-	3	576584	197	167	576584	576587	4
14725	chr2R	593972	593980	-	2	593973	6	3	593973	593980	8
14726	chr2R	926435	926468	-	4	926455	43	19	926436	926468	33
14727	chr2R	929099	929124	-	2	929100	32	18	929100	929124	25
14728	chr2R	994624	994625	-	1	994625	57	57	994625	994625	1
14729	chr2R	1248000	1248003	-	2	1248001	33	17	1248001	1248003	3
14730	chr2R	1271404	1271418	-	4	1271418	74	30	1271405	1271418	14
14731	chr2R	1344128	1344372	-	192	1344157	8181	1547	1344153	1344288	136
14732	chr2R	1344448	1344913	-	229	1344563	7552	1603	1344524	1344720	197
14733	chr2R	1345075	1345076	-	1	1345076	81	81	1345076	1345076	1
14734	chr2R	1348390	1348391	-	1	1348391	56	56	1348391	1348391	1
14735	chr2R	1348434	1348468	-	2	1348435	31	24	1348435	1348468	34
14736	chr2R	1348822	1348831	-	3	1348825	237	228	1348825	1348825	1
14737	chr2R	1348923	1348959	-	5	1348924	143	104	1348924	1348955	32
14738	chr2R	1349073	1349078	-	5	1349074	79	23	1349074	1349078	5
14739	chr2R	1513812	1513822	-	3	1513822	6	3	1513813	1513822	10
14740	chr2R	1515589	1515702	-	23	1515668	361	146	1515592	1515698	107
14741	chr2R	1515771	1515791	-	2	1515791	3	2	1515772	1515791	20
14742	chr2R	1653287	1653312	-	3	1653289	10	5	1653288	1653289	2
14743	chr2R	1653509	1653540	-	2	1653510	3	2	1653510	1653540	31
14744	chr2R	1731788	1731795	-	2	1731795	52	32	1731789	1731795	7
