consensus.cluster	chr	start	end	strand	tpm
4696	chr2L	19573212	19573213	+	175
4697	chr2L	19576905	19576910	+	88
4698	chr2L	19577036	19577048	+	333
4699	chr2L	19577804	19577814	+	143
4700	chr2L	19577874	19577883	+	94
4701	chr2L	19578958	19578980	+	102
4702	chr2L	19579037	19579147	+	5639
4703	chr2L	19584921	19584927	+	219
4704	chr2L	19586265	19586441	+	3134
4705	chr2L	19611334	19611396	+	415
4706	chr2L	19611436	19611447	+	67
4707	chr2L	19613994	19614002	+	142
4708	chr2L	19622060	19622071	+	84
4709	chr2L	19622852	19622868	+	106
4710	chr2L	19623041	19623099	+	177
4711	chr2L	19623202	19623281	+	63
4712	chr2L	19677135	19677148	+	132
4713	chr2L	19692643	19692688	+	174
4714	chr2L	19730340	19730348	+	104
4715	chr2L	19730477	19730505	+	140
4716	chr2L	19730767	19730815	+	226
4717	chr2L	19731556	19731566	+	71
4718	chr2L	19736954	19736958	+	69
4719	chr2L	19737082	19737088	+	100
4720	chr2L	19749660	19749709	+	497
4721	chr2L	19759060	19759105	+	361
4722	chr2L	19759668	19759687	+	217
4723	chr2L	19760926	19760991	+	1343
4724	chr2L	19763129	19763182	+	76
4725	chr2L	19779293	19779418	+	1499
4726	chr2L	19783135	19783140	+	61
4727	chr2L	19783593	19783611	+	377
4728	chr2L	19792195	19792240	+	297
4729	chr2L	19792631	19792639	+	92
4730	chr2L	19792709	19792846	+	3054
4731	chr2L	19795951	19795968	+	57
4732	chr2L	19796019	19796028	+	76
4733	chr2L	19810793	19810935	+	3025
4734	chr2L	19816528	19816548	+	3472
4735	chr2L	19826299	19826426	+	1073
4736	chr2L	19838978	19839059	+	985
4737	chr2L	19844772	19844818	+	215
4738	chr2L	19854540	19854564	+	108
4739	chr2L	19877194	19877245	+	648
4740	chr2L	19877303	19877373	+	54
4741	chr2L	19877422	19877451	+	734
4742	chr2L	19897917	19897918	+	71
4743	chr2L	19902023	19902030	+	72
4744	chr2L	19902085	19902086	+	468
4745	chr2L	19917372	19917433	+	115
4746	chr2L	19917499	19917618	+	3527
4747	chr2L	19949942	19949971	+	66
4748	chr2L	19950599	19950607	+	108
4749	chr2L	19958073	19958124	+	128
4750	chr2L	19958170	19958179	+	180
4751	chr2L	19958340	19958426	+	1277
4752	chr2L	19959781	19960065	+	29024
4753	chr2L	19963790	19963845	+	489
4754	chr2L	19965388	19965421	+	201
4755	chr2L	19965464	19965500	+	93
4756	chr2L	19965701	19965703	+	105
4757	chr2L	19978897	19978973	+	2682
4758	chr2L	19979599	19979725	+	657
4759	chr2L	19997896	19997899	+	106
4760	chr2L	19998010	19998011	+	88
4761	chr2L	20012919	20012926	+	172
4762	chr2L	20055305	20055349	+	117
4763	chr2L	20055484	20055491	+	59
4764	chr2L	20064287	20064387	+	617
4765	chr2L	20065746	20065749	+	50
4766	chr2L	20071795	20071804	+	284
4767	chr2L	20072809	20072828	+	202
4768	chr2L	20073390	20073726	+	15777
4769	chr2L	20075762	20075765	+	71
4770	chr2L	20089576	20089706	+	5992
4771	chr2L	20093113	20093197	+	1393
4772	chr2L	20094163	20094197	+	273
4773	chr2L	20096067	20096308	+	3726
4774	chr2L	20097177	20097178	+	118
4775	chr2L	20102532	20102564	+	114
4776	chr2L	20102617	20102659	+	618
4777	chr2L	20102701	20102727	+	141
4778	chr2L	20102859	20102885	+	668
4779	chr2L	20120786	20120837	+	189
4780	chr2L	20144142	20144149	+	55
4781	chr2L	20231033	20231046	+	166
4782	chr2L	20232465	20232473	+	487
4783	chr2L	20238019	20238021	+	66
4784	chr2L	20249774	20249792	+	56
4785	chr2L	20257584	20257588	+	122
4786	chr2L	20294898	20295362	+	48780
4787	chr2L	20295710	20295779	+	218
4788	chr2L	20295821	20295834	+	227
4789	chr2L	20297468	20297491	+	56
4790	chr2L	20311314	20311346	+	1618
4791	chr2L	20311645	20311732	+	3148
4792	chr2L	20327170	20327195	+	52
4793	chr2L	20334655	20334709	+	1343
4794	chr2L	20336291	20336303	+	115
4795	chr2L	20339712	20339940	+	18412
4796	chr2L	20341959	20342031	+	166
4797	chr2L	20344830	20344843	+	84
4798	chr2L	20344893	20344971	+	763
4799	chr2L	20347866	20347869	+	68
4800	chr2L	20348269	20348293	+	273
4801	chr2L	20348355	20348389	+	184
4802	chr2L	20350622	20350686	+	310
4803	chr2L	20359469	20359560	+	610
4804	chr2L	20364655	20364748	+	394
4805	chr2L	20365244	20365259	+	245
4806	chr2L	20366138	20366145	+	93
4807	chr2L	20376951	20376994	+	93
4808	chr2L	20377596	20377600	+	101
4809	chr2L	20377643	20377668	+	111
4810	chr2L	20377734	20377752	+	66
4811	chr2L	20392394	20392396	+	73
4812	chr2L	20392584	20392627	+	269
4813	chr2L	20402669	20402673	+	200
4814	chr2L	20414938	20414948	+	506
4815	chr2L	20422311	20422412	+	464
4816	chr2L	20422471	20422605	+	6297
4817	chr2L	20422920	20423034	+	2552
4818	chr2L	20426864	20426876	+	233
4819	chr2L	20426986	20426989	+	185
4820	chr2L	20431946	20431958	+	255
4821	chr2L	20445372	20445387	+	268
4822	chr2L	20446758	20446768	+	272
4823	chr2L	20454498	20454499	+	78
4824	chr2L	20461406	20461448	+	118
4825	chr2L	20461496	20461729	+	6503
4826	chr2L	20463488	20463489	+	76
4827	chr2L	20471762	20471763	+	68
4828	chr2L	20493078	20493147	+	565
4829	chr2L	20495554	20495561	+	141
4830	chr2L	20504828	20504840	+	84
4831	chr2L	20504888	20504892	+	261
4832	chr2L	20509562	20509569	+	50
4833	chr2L	20516130	20516133	+	127
4834	chr2L	20531805	20531833	+	59
4835	chr2L	20543206	20543219	+	64
4836	chr2L	20543260	20543398	+	1526
4837	chr2L	20590321	20590341	+	186
4838	chr2L	20597969	20597975	+	52
4839	chr2L	20598640	20598647	+	100
4840	chr2L	20611459	20611464	+	110
4841	chr2L	20615310	20615567	+	32299
4842	chr2L	20622974	20622986	+	160
4843	chr2L	20623341	20623377	+	53
4844	chr2L	20635159	20635171	+	67
4845	chr2L	20636123	20636157	+	318
4846	chr2L	20636260	20636271	+	324
4847	chr2L	20636937	20636964	+	420
4848	chr2L	20638785	20638795	+	81
4849	chr2L	20640706	20640707	+	97
4850	chr2L	20643347	20643359	+	93
4851	chr2L	20646846	20646924	+	707
4852	chr2L	20647288	20647392	+	2692
4853	chr2L	20648842	20648856	+	334
4854	chr2L	20649850	20650086	+	26123
4855	chr2L	20650716	20650917	+	3289
4856	chr2L	20658154	20658155	+	170
4857	chr2L	20659078	20659172	+	858
4858	chr2L	20661286	20661360	+	195
4859	chr2L	20665852	20665853	+	118
4860	chr2L	20666077	20666130	+	313
4861	chr2L	20666249	20666355	+	712
4862	chr2L	20667264	20667289	+	180
4863	chr2L	20676266	20676270	+	80
4864	chr2L	20678715	20678866	+	2813
4865	chr2L	20678977	20678980	+	189
4866	chr2L	20683362	20683524	+	2374
4867	chr2L	20707176	20707185	+	146
4868	chr2L	20722474	20722502	+	314
4869	chr2L	20726502	20726527	+	85
4870	chr2L	20726581	20726601	+	114
4871	chr2L	20726923	20726989	+	1502
4872	chr2L	20730486	20730507	+	104
4873	chr2L	20735014	20735090	+	144
4874	chr2L	20735282	20735347	+	2973
4875	chr2L	20736055	20736104	+	142
4876	chr2L	20738811	20738868	+	563
4877	chr2L	20738910	20738975	+	208
4878	chr2L	20739025	20739086	+	1214
4879	chr2L	20739629	20739705	+	654
4880	chr2L	20739753	20739806	+	3530
4881	chr2L	20740185	20740192	+	109
4882	chr2L	20748479	20748498	+	1536
4883	chr2L	20748775	20748844	+	579
4884	chr2L	20749566	20749867	+	7951
4885	chr2L	20750752	20750793	+	313
4886	chr2L	20750853	20750859	+	137
4887	chr2L	20750911	20750944	+	1159
4888	chr2L	20752215	20752229	+	353
4889	chr2L	20752389	20752390	+	124
4890	chr2L	20752644	20752650	+	228
4891	chr2L	20754526	20754704	+	3569
4892	chr2L	20754761	20754770	+	106
4893	chr2L	20757959	20757968	+	606
4894	chr2L	20758614	20758619	+	254
4895	chr2L	20766862	20766952	+	1709
4896	chr2L	20767501	20767551	+	487
4897	chr2L	20770993	20771011	+	96
4898	chr2L	20771748	20771815	+	727
4899	chr2L	20782614	20782655	+	148
4900	chr2L	20782701	20782719	+	223
4901	chr2L	20782868	20783019	+	5627
4902	chr2L	20783120	20783135	+	119
4903	chr2L	20787918	20788002	+	279
4904	chr2L	20788078	20788115	+	570
4905	chr2L	20788405	20788980	+	46149
4906	chr2L	20789024	20789057	+	410
4907	chr2L	20789097	20789112	+	118
4908	chr2L	20791863	20791866	+	95
4909	chr2L	20795178	20795194	+	153
4910	chr2L	20795286	20795340	+	1445
4911	chr2L	20797865	20797888	+	340
4912	chr2L	20797945	20798019	+	2536
4913	chr2L	20798130	20798188	+	191
4914	chr2L	20798257	20798444	+	10818
4915	chr2L	20813613	20813670	+	92
4916	chr2L	20813711	20813913	+	7914
4917	chr2L	20814029	20814062	+	304
4918	chr2L	20814314	20814331	+	286
4919	chr2L	20824219	20824245	+	488
4920	chr2L	20827675	20827748	+	1042
4921	chr2L	20830434	20830436	+	133
4922	chr2L	20830528	20830534	+	84
4923	chr2L	20830960	20831165	+	5159
4924	chr2L	20832797	20832860	+	242
4925	chr2L	20833532	20833582	+	131
4926	chr2L	20835500	20835510	+	54
4927	chr2L	20840937	20840955	+	291
4928	chr2L	20849047	20849196	+	4026
4929	chr2L	20849522	20849524	+	73
4930	chr2L	20850092	20850402	+	46176
4931	chr2L	20850863	20850922	+	299
4932	chr2L	20850965	20850975	+	545
4933	chr2L	20852332	20852343	+	57
4934	chr2L	20856903	20856910	+	260
4935	chr2L	20857098	20857157	+	1010
4936	chr2L	20860706	20860728	+	126
4937	chr2L	20860779	20861016	+	23541
4938	chr2L	20864092	20864174	+	699
4939	chr2L	20867271	20867311	+	1114
4940	chr2L	20867676	20867696	+	523
4941	chr2L	20867819	20867936	+	1961
4942	chr2L	20869546	20869654	+	557
4943	chr2L	20870909	20870950	+	89
4944	chr2L	20871003	20871136	+	2752
4945	chr2L	20871303	20871323	+	191
4946	chr2L	20874170	20874334	+	619
4947	chr2L	20874610	20874615	+	149
4948	chr2L	20875129	20875165	+	205
4949	chr2L	20875318	20875380	+	325
4950	chr2L	20875484	20875571	+	1659
4951	chr2L	20883169	20883244	+	83
4952	chr2L	20891156	20891158	+	113
4953	chr2L	20917684	20917688	+	74
4954	chr2L	20917949	20917952	+	115
4955	chr2L	20923934	20923950	+	189
4956	chr2L	20924311	20924582	+	34528
4957	chr2L	20928928	20929035	+	802
4958	chr2L	20929154	20929593	+	90692
4959	chr2L	20962911	20962978	+	384
4960	chr2L	20963670	20963693	+	68
4961	chr2L	20992930	20992932	+	95
4962	chr2L	21000639	21000656	+	173
4963	chr2L	21001158	21001256	+	939
4964	chr2L	21001478	21001489	+	168
4965	chr2L	21001937	21001944	+	70
4966	chr2L	21009488	21009506	+	56
4967	chr2L	21009562	21009620	+	180
4968	chr2L	21010072	21010135	+	1570
4969	chr2L	21020187	21020238	+	99
4970	chr2L	21031842	21031867	+	217
4971	chr2L	21031912	21031921	+	1083
4972	chr2L	21032255	21032337	+	1567
4973	chr2L	21050633	21050651	+	83
4974	chr2L	21080873	21081066	+	5781
4975	chr2L	21087329	21087628	+	6784
4976	chr2L	21088309	21088351	+	386
4977	chr2L	21094800	21094872	+	1211
4978	chr2L	21097068	21097072	+	435
4979	chr2L	21098867	21098932	+	205
4980	chr2L	21104008	21104040	+	1181
4981	chr2L	21104287	21104329	+	1801
4982	chr2L	21108086	21108256	+	3616
4983	chr2L	21108310	21108348	+	600
4984	chr2L	21114607	21114662	+	1505
4985	chr2L	21114856	21114879	+	146
4986	chr2L	21121229	21121236	+	102
4987	chr2L	21121414	21121418	+	85
4988	chr2L	21121509	21121548	+	593
4989	chr2L	21121863	21121865	+	145
4990	chr2L	21130867	21130880	+	283
4991	chr2L	21132602	21132685	+	874
4992	chr2L	21132786	21132821	+	256
4993	chr2L	21141103	21141136	+	74
4994	chr2L	21145105	21145154	+	844
4995	chr2L	21156484	21156487	+	74
4996	chr2L	21156952	21156953	+	399
4997	chr2L	21157359	21157394	+	142
4998	chr2L	21157453	21157525	+	4988
4999	chr2L	21157683	21157690	+	94
5000	chr2L	21160539	21160590	+	180
5001	chr2L	21160630	21160798	+	4382
5002	chr2L	21160902	21160905	+	143
5003	chr2L	21163805	21163857	+	70
5004	chr2L	21163934	21164039	+	222
5005	chr2L	21165769	21165774	+	222
5006	chr2L	21165914	21165915	+	148
5007	chr2L	21166002	21166135	+	997
5008	chr2L	21172712	21172722	+	86
5009	chr2L	21172766	21172905	+	5307
5010	chr2L	21172979	21173054	+	952
5011	chr2L	21173182	21173185	+	152
5012	chr2L	21173859	21173876	+	128
5013	chr2L	21173926	21173965	+	161
5014	chr2L	21174009	21174187	+	10077
5015	chr2L	21178719	21178804	+	1276
5016	chr2L	21179778	21179805	+	584
5017	chr2L	21179970	21180023	+	137
5018	chr2L	21181551	21181596	+	346
5019	chr2L	21181758	21181794	+	170
5020	chr2L	21181891	21181954	+	3305
5021	chr2L	21182030	21182079	+	188
5022	chr2L	21182481	21182564	+	1619
5023	chr2L	21182692	21182733	+	373
5024	chr2L	21182790	21182812	+	101
5025	chr2L	21194594	21194596	+	99
5026	chr2L	21194810	21194883	+	379
5027	chr2L	21197147	21197199	+	71
5028	chr2L	21197243	21197513	+	9062
5029	chr2L	21211705	21211818	+	630
5030	chr2L	21214790	21214817	+	52
5031	chr2L	21223343	21223399	+	304
5032	chr2L	21223860	21224049	+	3336
5033	chr2L	21224099	21224133	+	417
5034	chr2L	21225038	21225181	+	1278
5035	chr2L	21225225	21225299	+	1056
5036	chr2L	21225355	21225356	+	90
5037	chr2L	21225835	21225845	+	394
5038	chr2L	21225965	21226194	+	3367
5039	chr2L	21226937	21226954	+	267
5040	chr2L	21227391	21227438	+	171
5041	chr2L	21227519	21227520	+	81
5042	chr2L	21227679	21227836	+	2837
5043	chr2L	21227916	21227949	+	193
5044	chr2L	21228214	21228243	+	297
5045	chr2L	21231163	21231266	+	772
5046	chr2L	21233982	21234018	+	260
5047	chr2L	21237777	21237846	+	183
5048	chr2L	21239082	21239215	+	1519
5049	chr2L	21244511	21244539	+	73
5050	chr2L	21253601	21253640	+	123
5051	chr2L	21256145	21256194	+	182
5052	chr2L	21257912	21257958	+	107
5053	chr2L	21258017	21258034	+	186
5054	chr2L	21258101	21258232	+	1655
5055	chr2L	21262170	21262290	+	4611
5056	chr2L	21273340	21273359	+	170
5057	chr2L	21273399	21273405	+	785
5058	chr2L	21278451	21278505	+	407
5059	chr2L	21281567	21281629	+	609
5060	chr2L	21281772	21281775	+	139
5061	chr2L	21282097	21282105	+	101
5062	chr2L	21282466	21282514	+	143
5063	chr2L	21293749	21293756	+	57
5064	chr2L	21298059	21298061	+	65
5065	chr2L	21310996	21311032	+	7597
5066	chr2L	21311282	21311489	+	1350
5067	chr2L	21311755	21311885	+	509
5068	chr2L	21314470	21314586	+	5219
5069	chr2L	21318809	21319215	+	21213
5070	chr2L	21319318	21319537	+	18591
5071	chr2L	21326741	21326777	+	144
5072	chr2L	21326880	21327121	+	2451
5073	chr2L	21334035	21334039	+	254
5074	chr2L	21336722	21336723	+	72
5075	chr2L	21337320	21337342	+	122
5076	chr2L	21340390	21340560	+	6292
5077	chr2L	21356851	21356888	+	414
5078	chr2L	21356958	21356980	+	87
5079	chr2L	21357021	21357028	+	55
5080	chr2L	21357327	21357331	+	132
5081	chr2L	21361359	21361368	+	204
5082	chr2L	21361705	21361707	+	91
5083	chr2L	21363380	21363392	+	64
5084	chr2L	21363889	21364012	+	1861
5085	chr2L	21364369	21364413	+	81
5086	chr2L	21364843	21364851	+	115
5087	chr2L	21365756	21365774	+	276
5088	chr2L	21365926	21366056	+	759
5089	chr2L	21366286	21366324	+	385
5090	chr2L	21366681	21366713	+	140
5091	chr2L	21366764	21366818	+	4502
5092	chr2L	21366881	21366937	+	1085
5093	chr2L	21367217	21367292	+	3778
5094	chr2L	21377274	21377456	+	2975
5095	chr2L	21377994	21378002	+	237
5096	chr2L	21382067	21382070	+	336
5097	chr2L	21390215	21390286	+	1799
5098	chr2L	21390334	21390347	+	410
5099	chr2L	21390389	21390416	+	1141
5100	chr2L	21399877	21399878	+	63
5101	chr2L	21541752	21541753	+	99
5102	chr2L	21576520	21576977	+	27419
5103	chr2L	21577023	21577114	+	12205
5104	chr2L	21614700	21614800	+	1005
5105	chr2L	21621130	21621141	+	81
5106	chr2L	21649093	21649096	+	92
5107	chr2L	21658784	21658785	+	592
5108	chr2L	21660132	21660144	+	106
5109	chr2L	21661254	21661350	+	1005
5110	chr2L	21661606	21661649	+	113
5111	chr2L	21661699	21661708	+	85
5112	chr2L	21662228	21662436	+	4820
5113	chr2L	21662708	21662818	+	431
5114	chr2L	21662862	21663003	+	20939
5115	chr2L	21663104	21663217	+	961
5116	chr2L	21666252	21666290	+	73
5117	chr2L	21666379	21666433	+	795
5118	chr2L	21666649	21666702	+	183
5119	chr2L	21669305	21669340	+	159
5120	chr2L	21679449	21679468	+	82
5121	chr2L	21701376	21701402	+	281
5122	chr2L	21728257	21728269	+	187
5123	chr2L	21729050	21729051	+	75
5124	chr2L	21742379	21742380	+	55
5125	chr2L	21752126	21752127	+	128
5126	chr2L	21759025	21759078	+	440
5127	chr2L	21759232	21759287	+	3650
5128	chr2L	21759463	21759468	+	141
5129	chr2L	21760696	21761000	+	13143
5130	chr2L	21770740	21770810	+	803
5131	chr2L	21771165	21771194	+	501
5132	chr2L	21778570	21778598	+	466
5133	chr2L	21782102	21782109	+	123
5134	chr2L	21784178	21784183	+	128
5135	chr2L	21784838	21784865	+	413
5136	chr2L	21799816	21799831	+	208
5137	chr2L	21800885	21800891	+	67
5138	chr2L	21811141	21811154	+	124
5139	chr2L	21812254	21812284	+	132
5140	chr2L	21820571	21820580	+	69
5141	chr2L	21835676	21835680	+	84
5142	chr2L	21836948	21837020	+	527
5143	chr2L	21846544	21846545	+	54
5144	chr2L	21849600	21849661	+	73
5145	chr2L	21849767	21849825	+	316
5146	chr2L	21850381	21850412	+	553
5147	chr2L	21867429	21867518	+	339
5148	chr2L	21867603	21867839	+	4087
5149	chr2L	21869671	21869787	+	524
5150	chr2L	21869880	21869930	+	430
5151	chr2L	21870457	21870476	+	335
5152	chr2L	21872858	21872914	+	308
5153	chr2L	21884200	21884222	+	52
5154	chr2L	21902296	21902316	+	103
5155	chr2L	21902448	21902450	+	120
5156	chr2L	21903040	21903047	+	361
5157	chr2L	21903545	21903743	+	9097
5158	chr2L	21903787	21903790	+	93
5159	chr2L	21904232	21904257	+	156
5160	chr2L	21908080	21908128	+	149
5161	chr2L	21908170	21908341	+	9295
5162	chr2L	21917209	21917248	+	86
5163	chr2L	21917300	21917481	+	3285
5164	chr2L	21920509	21920517	+	104
5165	chr2L	21931716	21931717	+	96
5166	chr2L	21945576	21945581	+	317
5167	chr2L	21945711	21945712	+	143
5168	chr2L	21946075	21946090	+	54
5169	chr2L	21946526	21946644	+	2441
5170	chr2L	21958047	21958224	+	2335
5171	chr2L	21958274	21958404	+	6950
5172	chr2L	21959074	21959140	+	1468
5173	chr2L	21960834	21960838	+	64
5174	chr2L	21961024	21961063	+	532
5175	chr2L	21966535	21966557	+	64
5176	chr2L	21981778	21981780	+	129
5177	chr2L	21992940	21992965	+	77
5178	chr2L	22014173	22014208	+	101
5179	chr2L	22017204	22017344	+	6854
5180	chr2L	22019875	22019884	+	349
5181	chr2L	22019969	22019989	+	142
5182	chr2L	22020039	22020259	+	16192
5183	chr2L	22023914	22023916	+	70
5184	chr2L	22024152	22024255	+	1044
5185	chr2L	22032683	22032760	+	116
5186	chr2L	22033085	22033096	+	271
5187	chr2L	22033365	22033432	+	297
5188	chr2L	22035098	22035121	+	99
5189	chr2L	22039658	22039857	+	2927
5190	chr2L	22056093	22056160	+	244
5191	chr2L	22057598	22057605	+	162
5192	chr2L	22067171	22067210	+	252
5193	chr2L	22072877	22072909	+	813
5194	chr2L	22074218	22074222	+	82
5195	chr2L	22079815	22079852	+	202
5196	chr2L	22080583	22080836	+	9089
5197	chr2L	22087818	22087839	+	188
5198	chr2L	22088137	22088313	+	1251
5199	chr2L	22105580	22105615	+	94
5200	chr2L	22106916	22106924	+	88
5201	chr2L	22109691	22109706	+	255
5202	chr2L	22110336	22110526	+	3079
5203	chr2L	22110612	22110644	+	341
5204	chr2L	22124291	22124306	+	322
5205	chr2L	22124963	22125171	+	1985
5206	chr2L	22131834	22131870	+	524
5207	chr2L	22132416	22132453	+	130
5208	chr2L	22134821	22134826	+	102
5209	chr2L	22144594	22144636	+	66
5210	chr2L	22158765	22159017	+	3668
5211	chr2L	22159607	22159631	+	125
5212	chr2L	22159733	22159738	+	389
5213	chr2L	22162998	22162999	+	106
5214	chr2L	22163157	22163159	+	70
5215	chr2L	22210264	22210272	+	69
5216	chr2L	22215411	22215421	+	170
5217	chr2L	22239067	22239075	+	61
5218	chr2L	22240760	22240992	+	7506
5219	chr2L	22246950	22246992	+	135
5220	chr2L	22253214	22253245	+	511
5221	chr2L	22257961	22257962	+	185
5222	chr2L	22258052	22258266	+	7470
5223	chr2L	22300309	22300344	+	190
5224	chr2L	22356156	22356157	+	86
5225	chr2L	22357194	22357303	+	145
5226	chr2L	22357598	22357704	+	3326
5227	chr2L	22357830	22357861	+	232
5228	chr2L	22368089	22368170	+	709
5229	chr2L	22368378	22368380	+	78
5230	chr2L	22368430	22368576	+	1320
5231	chr2L	22368773	22368782	+	310
5232	chr2L	22532886	22532889	+	291
5233	chr2L	22533835	22533858	+	68
5234	chr2L	22547262	22547269	+	238
5235	chr2L	22548243	22548244	+	82
5236	chr2L	22548284	22548318	+	910
5237	chr2L	22550778	22550779	+	233
5238	chr2L	22551128	22551179	+	277
5239	chr2L	22551222	22551290	+	331
5240	chr2L	22551390	22551403	+	82
5241	chr2L	22551652	22551667	+	550
5242	chr2L	22579815	22579866	+	176
5243	chr2L	22579995	22580159	+	4251
5244	chr2L	22581073	22581098	+	550
5245	chr2L	22584373	22584406	+	1359
5246	chr2L	22584460	22584677	+	7049
5247	chr2L	22585013	22585158	+	7449
5248	chr2L	22585366	22585382	+	3248
5249	chr2L	22585628	22585839	+	13342
5250	chr2L	22689375	22689407	+	337
5251	chr2L	22691297	22691319	+	149
5252	chr2L	22719712	22719751	+	105
5253	chr2L	22728144	22728146	+	64
5254	chr2L	22939366	22939376	+	163
5255	chr2L	22939424	22939477	+	1741
5256	chr2L	22939611	22939637	+	78
5257	chr2L	22940498	22940533	+	1331
5258	chr2L	22940621	22940650	+	178
5259	chr2L	22940884	22940895	+	171
5260	chr2L	22992306	22992343	+	477
5261	chr2L	23007489	23007570	+	208
5262	chr2L	23016150	23016156	+	173
5263	chr2L	23029458	23029465	+	176
5264	chr2L	23083163	23083178	+	123
5265	chr2L	23084485	23084492	+	477
5266	chr2L	23173505	23173506	+	101
5267	chr2L	23215232	23215235	+	339
5268	chr2L	23217117	23217118	+	160
5269	chr2L	23239597	23239602	+	83
5270	chr2L	23239944	23239951	+	172
5271	chr2L	23240070	23240098	+	262
5272	chr2L	23240248	23240256	+	192
5273	chr2L	23240379	23240429	+	260
5274	chr2L	9838	9843	-	352
5275	chr2L	10984	11105	-	835
5276	chr2L	11279	11294	-	1336
5277	chr2L	14913	14914	-	62
5278	chr2L	21826	21884	-	2494
5279	chr2L	21937	21984	-	315
5280	chr2L	25358	25411	-	266
5281	chr2L	25485	25491	-	78
5282	chr2L	25731	25742	-	113
5283	chr2L	25975	25976	-	106
5284	chr2L	26126	26148	-	130
5285	chr2L	26279	26280	-	65
5286	chr2L	26371	26460	-	740
5287	chr2L	35866	35900	-	415
5288	chr2L	40922	40936	-	129
5289	chr2L	82978	82986	-	292
5290	chr2L	83067	83079	-	102
5291	chr2L	83699	83700	-	187
5292	chr2L	94545	94617	-	114
5293	chr2L	104052	104126	-	459
5294	chr2L	104186	104191	-	111
5295	chr2L	107241	107251	-	55
5296	chr2L	115363	115517	-	6795
5297	chr2L	115571	115697	-	356
5298	chr2L	115951	115963	-	114
5299	chr2L	117475	117483	-	106
5300	chr2L	122618	122683	-	731
5301	chr2L	122771	122845	-	6345
5302	chr2L	122894	122961	-	209
5303	chr2L	123005	123118	-	2413
5304	chr2L	129112	129118	-	104
5305	chr2L	139439	139455	-	1064
5306	chr2L	141076	141107	-	553
5307	chr2L	144163	144165	-	165
5308	chr2L	144224	144360	-	2496
5309	chr2L	144410	144445	-	188
5310	chr2L	150956	150975	-	165
5311	chr2L	153531	153646	-	1694
5312	chr2L	154060	154096	-	127
5313	chr2L	155040	155053	-	947
5314	chr2L	157821	157891	-	1120
5315	chr2L	158626	158627	-	63
5316	chr2L	181390	181392	-	83
5317	chr2L	183679	183693	-	375
5318	chr2L	184645	184708	-	371
5319	chr2L	186120	186127	-	138
5320	chr2L	204711	204771	-	910
5321	chr2L	204822	204851	-	68
5322	chr2L	206721	206722	-	57
5323	chr2L	207412	207415	-	130
5324	chr2L	208642	208792	-	3185
5325	chr2L	210736	210758	-	123
5326	chr2L	210934	211018	-	318
5327	chr2L	211244	211279	-	151
5328	chr2L	211674	211731	-	365
5329	chr2L	211901	211947	-	280
5330	chr2L	212067	212070	-	140
5331	chr2L	212858	212863	-	222
5332	chr2L	215977	215984	-	80
5333	chr2L	216088	216101	-	93
5334	chr2L	217364	217377	-	93
5335	chr2L	217451	217452	-	493
5336	chr2L	217531	217666	-	1490
5337	chr2L	217938	217979	-	195
5338	chr2L	218053	218106	-	958
5339	chr2L	225892	225897	-	155
5340	chr2L	227407	227419	-	106
5341	chr2L	227803	227807	-	103
5342	chr2L	227944	227946	-	66
5343	chr2L	235364	235405	-	490
5344	chr2L	236612	236730	-	918
5345	chr2L	236942	237033	-	848
5346	chr2L	237161	237193	-	825
5347	chr2L	237605	237609	-	455
5348	chr2L	242342	242448	-	318
5349	chr2L	242501	242590	-	117
5350	chr2L	242806	242835	-	72
5351	chr2L	248611	248634	-	818
5352	chr2L	248723	248756	-	682
5353	chr2L	250567	250610	-	74
5354	chr2L	251160	251186	-	683
5355	chr2L	252578	252639	-	1668
5356	chr2L	258022	258065	-	470
5357	chr2L	259605	259645	-	1246
5358	chr2L	260006	260009	-	155
5359	chr2L	267174	267208	-	143
5360	chr2L	267608	267673	-	380
5361	chr2L	271905	271949	-	767
5362	chr2L	272202	272231	-	63
5363	chr2L	272276	272304	-	484
5364	chr2L	272604	272612	-	127
5365	chr2L	272725	272764	-	260
5366	chr2L	273008	273038	-	90
5367	chr2L	274709	274932	-	1590
5368	chr2L	277006	277024	-	62
5369	chr2L	277378	277430	-	1167
5370	chr2L	277628	277669	-	786
5371	chr2L	277798	277809	-	240
5372	chr2L	281839	281860	-	1015
5373	chr2L	281968	282201	-	11799
5374	chr2L	283381	283392	-	309
5375	chr2L	283644	283965	-	13579
5376	chr2L	285166	285182	-	92
5377	chr2L	293328	293497	-	11137
5378	chr2L	295163	295165	-	76
5379	chr2L	301792	301795	-	123
5380	chr2L	301896	301909	-	62
5381	chr2L	308467	308541	-	497
5382	chr2L	309183	309190	-	286
5383	chr2L	318357	318416	-	1721
5384	chr2L	319874	319875	-	95
5385	chr2L	320276	320412	-	2250
5386	chr2L	321787	321889	-	529
5387	chr2L	324802	324831	-	229
5388	chr2L	325494	325887	-	67389
5389	chr2L	325990	326028	-	187
5390	chr2L	327419	327774	-	19117
5391	chr2L	327916	327952	-	188
5392	chr2L	327993	328504	-	85189
5393	chr2L	328702	328710	-	474
5394	chr2L	329352	329399	-	1443
5395	chr2L	329639	329704	-	230
5396	chr2L	329744	329752	-	442
5397	chr2L	329893	330149	-	10178
5398	chr2L	330404	331199	-	118087
